lat	lon	mag	iwa	month	day	year	hour	min	sec	depth	ipd	no	gap	dmn	rms	erh	erz		TP
39.2672	-111.225	1.72	0	1	26	2000	22	0	36.77	8.26	1	6	150	27.6	0.12	1	1.2		2
44.691	-110.97	0.45	0	1	26	2000	23	53	29.39	3.39	0	10	70	2.5	0.29	0.8	1.5		2
42.9542	-110.846	1.62	0	1	27	2000	1	24	7.47	0.1	1	8	209	29.5	0.26	6.6	1.7		2
38.9643	-111.359	1.52	0	1	27	2000	10	1	38.97	6.97	1	5	99	34.7	0.06	1	19.9		2
44.7453	-111.087	0.94	0	1	27	2000	11	18	39.93	3.98	0	12	93	5.9	0.13	0.5	1.2		2
44.747	-111.086	1.45	0	1	27	2000	11	31	54.56	4.32	0	12	93	5.7	0.13	0.5	1.1		2
38.9652	-111.362	2.29	0	1	27	2000	11	31	55.73	3.08	1	10	99	21.3	0.13	0.5	2.3		2
38.9572	-111.358	1.65	0	1	27	2000	11	38	15.21	0.98	1	7	99	35.2	0.08	1.3	58.3		2
44.7458	-111.088	-0.22	0	1	27	2000	22	35	15.69	6.93	0	7	91	5.8	0.12	0.8	1.8		2
44.6115	-111.194	0.75	0	1	28	2000	7	40	51.97	10.31	0	12	161	7.4	0.17	0.8	1.8		2
44.7913	-110.633	0.53	0	1	28	2000	10	1	42.88	2.53	0	13	87	9.2	0.17	0.7	2.1		2
39.2733	-111.222	1.45	0	1	28	2000	17	6	29.71	7.75	1	5	151	27.7	0.09	1.1	1.5		2
44.611	-111.135	1.56	0	1	28	2000	20	46	32.4	5.86	0	14	95	2.8	0.14	0.5	0.6		2
38.9607	-111.364	1.53	0	1	28	2000	22	32	13.02	6.9	1	5	99	34.6	0.05	1	20.4		2
38.2573	-112.68	1.9	0	1	29	2000	0	3	39.45	0.06	1	9	84	32.4	0.31	0.9	3.2		2
44.7573	-110.949	0	0	1	29	2000	8	3	18.31	4.17	0	10	137	4.6	0.11	0.4	1.2		2
44.7433	-111.088	0.78	0	1	29	2000	14	5	54.67	3.47	0	10	90	6.1	0.15	0.6	1.3		2
37.8838	-112.523	1.32	0	1	29	2000	16	27	43.26	1.08	1	8	118	43.7	0.29	1.1	4		2
39.2898	-111.224	1.37	0	1	30	2000	4	51	51.48	8.37	1	9	77	27.3	0.13	0.6	1.4		2
39.3742	-111.907	0.99	0	1	30	2000	6	32	39.35	5.72	1	10	73	16.7	0.3	0.9	2.8		2
41.5208	-109.776	4.25	1	1	30	2000	14	46	53.22	6.99	1	22	198	130.4	0.48	3.8	15		2
39.29	-111.22	1.58	0	1	30	2000	21	32	42.09	8.45	1	8	77	27.6	0.15	0.7	1.8		2
40.0953	-107.121	3.73	0	1	30	2000	23	5	1.08	6.8	1	9	308	311.4	0.65	43.7	47.5		2
44.7573	-111.091	0.82	0	1	30	2000	23	13	17.36	3.68	0	11	175	6.7	0.09	0.6	1.1		1
44.6528	-110.431	2.31	1	1	31	2000	8	1	19.53	0.28	1	22	63	10.1	0.26	0.6	4.8		1
44.6467	-110.437	1.89	1	1	31	2000	9	32	54.94	1.14	0	15	92	9.6	0.14	0.5	3.7		1
42.3678	-111.538	1.08	0	1	31	2000	11	53	53.56	4.19	1	10	112	34.5	0.2	4	13.6		1
39.2828	-111.222	1.69	0	1	31	2000	16	47	46.36	8.02	1	6	152	27.6	0.13	1	2		1
44.7397	-110.803	0.88	0	1	31	2000	21	28	55.34	3.28	0	10	105	6.6	0.07	0.3	1.6		1
44.7417	-110.802	0.5	0	1	31	2000	21	30	36.95	3.5	0	6	144	6.5	0.03	0.5	3.5		1
44.743	-110.802	0.95	0	1	31	2000	21	31	46.21	3.88	0	9	146	6.3	0.06	0.4	0.9		1
44.7415	-110.801	0.22	0	1	31	2000	21	34	2.84	4.2	0	8	144	6.5	0.06	0.3	1.6		1
44.7447	-110.784	0.22	0	1	31	2000	22	53	26.82	5.18	0	6	263	7.2	0.04	1.4	0.8		1
42.6473	-111.085	-9.99	0	1	31	2000	23	30	58.01	0.54	1	7	195	13.2	0.36	4.6	8.3		1
44.7407	-110.803	0.38	0	2	1	2000	2	33	48.68	3.55	0	7	244	6.5	0.03	0.8	1.9		1
44.3073	-111.009	1.57	0	2	1	2000	5	0	9.22	3.26	1	15	90	16.8	0.24	0.7	1.6		1
38.7665	-112.538	1.24	0	2	1	2000	13	44	56.33	1.29	1	6	95	38.8	0.08	0.5	15		1
39.2867	-111.219	1.48	0	2	1	2000	15	4	17.85	8.28	1	8	77	27.8	0.11	0.5	1.3		1
44.8013	-111.028	0.47	0	2	1	2000	20	51	46.1	1.45	0	6	191	5.1	0.08	0.8	9.8		1
44.8038	-111.032	0.69	0	2	2	2000	0	26	32.27	1.42	0	10	195	5.4	0.2	1.1	4.5		1
44.6208	-111.074	0.85	0	2	2	2000	0	43	10.25	3.73	0	8	114	2.7	0.18	0.8	1.3		1
39.2782	-111.206	1.44	0	2	2	2000	3	6	19.19	5.68	0	8	117	10.6	0.22	1.1	2.3		1
39.2833	-111.207	1.57	0	2	2	2000	3	51	4.49	6.12	0	9	76	10.4	0.25	1	2.4		1
39.2868	-111.21	1.55	0	2	2	2000	5	26	8.71	5.78	0	8	75	10.5	0.23	1	2.6		1
38.9652	-111.341	1.87	0	2	2	2000	17	11	41.78	1.38	1	7	148	21.8	0.06	1.3	57.8		1
44.7328	-111.136	1.03	0	2	2	2000	19	18	17.63	8.19	0	11	85	5.1	0.16	0.8	2.1		1
44.7542	-110.777	1.29	0	2	3	2000	3	44	51.57	3.68	0	17	131	6.9	0.1	0.4	0.9		1
39.284	-111.209	1.53	0	2	3	2000	5	38	18.82	7.27	0	8	76	10.5	0.24	0.9	2.1		1
44.651	-110.435	0.77	0	2	3	2000	11	56	11.24	2.03	0	7	88	9.9	0.06	0.4	11.7		1
38.9648	-111.343	1.98	0	2	3	2000	15	2	39.52	11.55	0	5	200	21.8	0.02	1.4	0.9		1
39.2898	-111.21	1.61	0	2	3	2000	15	50	0.42	5.73	0	11	75	10.4	0.21	0.8	2.3		1
42.6875	-111.13	-9.99	0	2	3	2000	22	47	12.08	3.34	0	5	218	9	0.13	1.5	2.2		1
37.9788	-112.836	2.03	0	2	3	2000	23	31	38.91	6.74	1	5	133	20	0.11	1.8	12.2		1
43.9578	-110.177	2.11	1	2	4	2000	0	54	39.8	5.27	1	13	223	44.1	0.24	3.5	24.4		1
38.9625	-111.361	1.8	0	2	4	2000	6	36	50.08	8.71	1	7	99	21	0.06	0.4	3.8		1
44.7713	-111.089	0.89	0	2	4	2000	21	17	8.85	6.86	0	11	112	3.1	0.16	1	1.8		1
44.7218	-111.061	0.98	0	2	5	2000	3	59	39.41	8.5	0	11	93	5.9	0.15	0.5	1.6		1
42.0068	-111.525	1.99	1	2	6	2000	20	45	38.93	0.48	1	24	81	24.6	0.27	0.6	2.4		1
44.7465	-111.105	0.09	0	2	6	2000	22	32	3.16	10.11	0	10	84	5.5	0.14	0.8	2.2		1
37.6902	-113.26	1.76	0	2	7	2000	9	6	7.05	1.09	1	10	151	19.2	0.31	1.3	3.7		1
39.2895	-111.207	1.76	0	2	7	2000	16	22	46.64	6.37	0	7	119	10.2	0.23	1.2	2.7		1
39.2938	-111.211	1.72	0	2	7	2000	20	3	47.94	5.85	0	9	89	10.4	0.25	0.9	2.5		1
42.8905	-111.38	-9.99	0	2	7	2000	22	31	54.17	1.93	0	7	119	6.2	0.25	1.2	3.5		1
40.2425	-111.892	1.2	0	2	8	2000	0	7	49.12	6.87	1	5	151	19.1	0.13	1.7	13.5		1
39.2927	-111.209	1.69	0	2	8	2000	2	45	44.29	5.97	0	10	75	10.2	0.24	0.9	2.4		1
44.7503	-110.869	0.56	0	2	8	2000	16	22	35.71	3.56	0	5	161	4.5	0.02	1.2	4.8		1
39.2983	-111.21	1.76	0	2	9	2000	0	45	49.91	6.71	0	9	125	10.2	0.23	1	2.3		1
44.8145	-110.999	1.29	0	2	9	2000	4	30	44.36	1.2	0	15	158	6.2	0.14	0.6	1.9		1
44.764	-111.106	0.56	0	2	9	2000	6	24	54.71	8.13	0	9	100	3.5	0.15	1.5	2.9		1
44.6858	-109.919	1.29	0	2	9	2000	10	34	10.52	5.66	1	6	262	22	0.08	2.5	1.3		1
38.9618	-111.351	1.74	0	2	9	2000	14	40	6.07	1.31	1	9	100	21.2	0.16	1.4	55.2		1
39.2953	-111.206	1.58	0	2	9	2000	23	24	56.81	6.99	0	6	123	9.9	0.2	2.7	2.7		1
44.5707	-110.477	1.33	0	2	9	2000	23	37	2.22	4.97	0	8	142	6.1	0.05	0.6	0.8		1
41.5668	-112.24	0.93	0	2	10	2000	1	31	3.72	9.16	0	14	82	2.8	0.14	0.4	1		1
40.6412	-111.578	1.27	0	2	10	2000	6	35	35.51	11.74	0	21	66	11.7	0.11	0.5	0.8		1
39.2945	-111.215	1.88	0	2	10	2000	6	47	7.2	7.3	0	14	76	10.8	0.2	0.6	1.5		1
39.4133	-111.103	1.93	0	2	10	2000	13	37	13.71	5.29	1	10	95	11.1	0.12	0.6	1.2		1
44.7232	-111.087	0.19	0	2	10	2000	16	35	26.12	11.43	0	8	75	7.4	0.13	0.9	2.5		1
42.7528	-111.338	1.69	0	2	11	2000	0	11	52.05	0.71	1	11	98	19.4	0.24	2.6	5.1		1
41.9283	-112.563	0.79	0	2	11	2000	1	19	32.66	3.93	1	6	142	19.8	0.16	0.9	16.1		1
38.9675	-111.362	1.81	0	2	11	2000	5	27	29.33	9.92	1	6	99	21.6	0.04	0.5	2.4		1
44.6408	-111.024	1.33	0	2	11	2000	8	45	23.23	1.3	0	6	155	5.7	0.14	0.8	24.7		1
39.2863	-111.205	1.82	0	2	11	2000	17	24	11.43	5.1	0	11	76	10.2	0.25	0.8	2.8		1
42.762	-111.317	2.02	0	2	11	2000	23	16	50.04	1.11	1	7	100	17.7	0.06	0.9	1.9		1
39.4102	-111.104	1.89	0	2	12	2000	6	34	36.88	5.25	1	6	134	10.8	0.08	0.5	1.4		1
39.293	-111.208	1.79	0	2	12	2000	17	33	4.53	2.36	1	7	115	10.2	0.24	1.4	13.5		1
44.3207	-110.504	0.82	0	2	12	2000	18	36	43.31	1.52	0	7	131	6.6	0.09	1.2	25.3		1
39.259	-111.188	1.8	0	2	12	2000	20	52	37.25	6.36	0	6	173	10.2	0.08	0.9	1.3		1
44.5197	-110.595	1.12	0	2	12	2000	21	39	7.97	2.3	1	9	91	10.1	0.2	0.6	14.6		1
39.2878	-111.208	1.53	0	2	12	2000	22	55	38.59	2.43	1	6	145	10.4	0.16	1.1	12		1
39.4192	-111.111	2.17	1	2	13	2000	4	12	9.78	5.87	1	13	94	11.8	0.17	0.5	2.1		1
37.7008	-113.255	2.08	0	2	13	2000	11	53	4.48	0.06	1	10	82	19	0.26	0.8	2.7		1
44.7572	-110.894	0.94	0	2	13	2000	14	22	9.4	4.49	0	10	121	4.8	0.1	0.4	1.3		1
39.411	-111.103	1.7	0	2	13	2000	16	24	33.92	5.55	0	8	134	10.8	0.13	0.8	1.5		1
44.7513	-110.634	0.99	1	2	14	2000	7	19	2.02	3.46	0	14	79	5.3	0.14	0.4	1.4		1
44.7135	-110.711	1	0	2	14	2000	7	39	33.78	2.32	0	6	150	2.5	0.05	0.6	1.2		1
44.7517	-110.657	0.54	0	2	14	2000	8	10	11.75	2.73	0	5	251	4.4	0.01	2.6	3.8		1
44.8198	-111	0.67	0	2	14	2000	11	30	20.35	1.35	0	9	213	6.8	0.18	1.1	4.1		1
39.4152	-111.105	1.97	0	2	14	2000	13	46	45.58	4.96	1	8	135	11.3	0.09	0.5	1.4		1
39.2868	-111.206	1.7	0	2	14	2000	16	44	25.44	2.17	1	6	118	10.2	0.18	1.2	20.6		1
38.7333	-112.03	2.05	0	2	14	2000	18	46	54.24	1.95	1	11	84	26.3	0.24	0.7	2.1		1
38.732	-112.035	2.26	0	2	14	2000	19	23	45.17	1.95	1	14	74	26.4	0.21	0.6	1.4		1
39.292	-111.207	1.76	0	2	14	2000	20	12	54.38	6.38	0	10	75	10.1	0.24	1	2.3		1
44.6877	-110.406	1.81	1	2	14	2000	23	6	10.14	0.79	0	11	82	8.8	0.2	0.7	7.9		1
39.2902	-111.202	1.76	0	2	15	2000	4	44	57.06	7.4	0	9	90	9.8	0.23	0.9	1.8		1
39.2973	-111.197	1.96	0	2	15	2000	5	1	54.44	1.81	0	7	89	9.2	0.21	1	36.1		1
44.8162	-110.999	0.28	0	2	15	2000	12	40	3.48	1.33	0	8	210	6.4	0.11	0.9	16.9		1
39.2947	-111.207	1.77	0	2	15	2000	17	10	44.88	2.22	1	9	75	10.1	0.21	0.9	15.9		1
40.7555	-111.481	0.11	0	2	16	2000	0	18	32.18	9.22	0	8	262	11.4	0.08	2.1	2.5		1
40.7778	-111.472	0.52	0	2	16	2000	0	20	24.96	6.44	1	10	230	13.6	0.1	1.2	5.6		1
40.75	-111.482	0.42	0	2	16	2000	0	48	25.83	8	0	8	226	10.8	0.06	1.4	2.8		1
40.3623	-111.448	0.04	0	2	16	2000	2	14	8.88	10.65	1	9	283	26.6	0.11	3.7	9.5		1
44.8187	-111.001	0.95	0	2	16	2000	5	26	29.95	0.61	0	10	162	6.7	0.13	0.9	5.1		1
44.8223	-110.994	0.7	0	2	16	2000	5	34	48.29	0.01	0	8	216	7.2	0.15	1	1.6		1
40.762	-111.469	0.66	0	2	16	2000	5	57	1.92	8.83	0	12	108	11.8	0.09	0.6	3.1		1
42.1028	-111.868	0.92	0	2	16	2000	7	3	50.41	5.64	0	8	163	7.2	0.04	0.6	2.1		1
37.731	-114.289	1.97	0	2	16	2000	9	31	21.31	5.15	1	9	252	72.2	0.28	3	1.7		1
38.6235	-111.812	1.28	0	2	16	2000	10	59	45.91	0.6	1	9	104	34	0.31	1.5	4.1		1
39.409	-111.103	1.6	0	2	16	2000	11	9	54.48	5.21	1	6	134	10.6	0.09	0.6	1.2		1
38.9682	-111.356	2.23	1	2	16	2000	13	58	22.55	0.31	1	13	98	21.8	0.24	0.7	4.6		1
38.9618	-111.356	2.3	0	2	16	2000	14	0	51.7	6.65	1	10	99	21.1	0.15	0.6	3		1
39.2807	-111.196	1.41	0	2	16	2000	15	22	25.3	6.25	0	8	117	9.7	0.25	1.2	2.3		1
39.2877	-111.204	1.55	0	2	16	2000	16	43	27.59	7.24	0	10	75	10.1	0.27	0.9	2		1
39.3435	-111.201	1.89	0	2	16	2000	17	28	44.4	2.11	0	5	204	9.9	0.06	3.5	12.5		1
39.4538	-111.223	1.65	0	2	16	2000	21	8	54.88	4.25	1	5	241	19.1	0.06	3.5	11		1
39.2912	-111.204	1.7	0	2	16	2000	22	55	30.89	1.8	0	7	167	9.9	0.18	1	30.1		1
38.3787	-112.165	1.88	0	2	16	2000	23	8	22.68	15.13	0	11	87	14.9	0.2	0.7	1.1		1
39.2893	-111.204	1.34	0	2	16	2000	23	12	3.1	1.86	0	6	168	10	0.16	1	27.7		1
40.0963	-106.599	3.93	0	2	16	2000	23	14	46.95	6.9	1	11	314	353.6	0.56	49.8	62.8		1
39.2852	-111.205	1.14	0	2	16	2000	23	56	28.51	1.9	1	6	116	10.2	0.23	1.3	35		1
39.4533	-111.212	1.5	0	2	17	2000	2	29	30.7	3.15	1	7	93	18.6	0.18	0.7	20.3		1
44.642	-111.292	0.76	0	2	17	2000	5	3	59.12	7.13	0	8	283	8.4	0.15	9.2	6.7		1
39.459	-111.23	2.03	0	2	17	2000	6	3	9.01	7.82	1	15	80	20	0.13	0.4	1		1
39.291	-111.21	1.59	0	2	17	2000	6	7	20.63	7.19	0	12	75	10.4	0.24	0.8	1.8		1
39.4063	-111.094	1.88	0	2	17	2000	6	10	41.5	5.77	0	9	96	10.2	0.18	0.7	1.9		1
39.4195	-111.104	1.99	0	2	17	2000	7	11	9.08	6.14	0	12	95	11.8	0.14	0.5	1.4		1
35.8817	-113.226	2.61	0	2	17	2000	12	35	25.68	1.22	1	5	310	131.2	0.5	24.8	9.6		1
39.2823	-111.207	1.69	0	2	17	2000	23	30	38	5.51	0	9	76	10.4	0.24	1	2.6		1
39.3843	-111.234	1.58	0	2	17	2000	23	51	42.98	5.38	1	6	142	14.5	0.09	0.6	2.1		1
39.7875	-110.846	2.19	0	2	18	2000	1	53	35.08	6.66	0	6	172	3.9	0.07	6.4	11.5		1
39.2872	-111.212	1.82	0	2	18	2000	1	57	37.46	5.79	0	11	75	10.7	0.18	0.7	2		1
39.2975	-111.206	1.66	0	2	18	2000	2	3	30.18	5.77	0	9	75	9.9	0.24	1.1	2.2		1
39.4527	-111.221	1.84	0	2	18	2000	2	16	41.53	5.59	1	9	94	19	0.08	0.5	2		1
37.788	-113.78	2.17	0	2	18	2000	4	56	38.67	1.44	1	9	200	29.9	0.35	1.9	1.5		1
39.4507	-111.226	1.73	0	2	18	2000	5	31	15.26	7.28	1	10	93	19	0.08	0.6	1.2		1
44.747	-110.894	0.19	0	2	18	2000	6	41	1.24	6.51	0	8	109	5.8	0.06	0.5	1.3		1
44.7902	-111.45	0.72	0	2	18	2000	13	55	4.59	8.61	1	9	287	18.7	0.1	2.1	3.4		1
39.4097	-111.101	2.03	0	2	18	2000	13	59	56.96	6.18	0	9	147	10.7	0.12	0.6	1.4		1
39.456	-111.225	1.88	0	2	18	2000	17	55	19.32	3.22	1	6	160	19.5	0.05	0.6	13.2		1
44.62	-110.34	1.63	0	2	18	2000	18	45	28.82	1.07	0	6	99	7.8	0.04	999.9	999.9		1
39.4553	-111.226	1.81	0	2	18	2000	19	50	7.24	7.19	1	11	94	19.5	0.09	0.5	1.3		1
44.6838	-110.993	0.7	0	2	18	2000	21	40	31.07	2.18	0	8	99	2.8	0.15	0.6	1.6		1
39.424	-111.225	1.64	0	2	18	2000	23	10	42.32	4.91	1	5	171	16.7	0.07	1.4	5.8		1
44.6848	-110.998	0.77	0	2	18	2000	23	51	1.64	2.13	0	7	100	3.2	0.14	0.6	1.7		1
40.0905	-107.613	3.98	0	2	18	2000	23	58	2.45	6.67	1	11	308	272.1	0.6	41.5	29.7		1
39.4553	-111.223	1.86	0	2	19	2000	0	32	38.83	7.47	1	10	94	19.3	0.09	0.5	1.3		1
44.6863	-110.997	0.82	0	2	19	2000	1	3	48.91	2.33	0	8	82	3.2	0.15	0.5	1.6		1
39.4557	-111.222	1.86	0	2	19	2000	2	44	19.03	2.07	1	6	160	19.3	0.06	0.6	21		1
39.4545	-111.222	1.73	0	2	19	2000	4	59	14.03	4.7	1	9	94	19.1	0.1	0.5	2.5		1
39.453	-111.211	1.58	0	2	19	2000	6	28	37.1	0.24	1	6	158	18.5	0.21	1.8	2.9		1
38.9657	-111.357	1.84	0	2	19	2000	6	44	39.31	9.71	1	6	99	21.5	0.02	0.5	2.3		1
38.553	-112.294	0.84	0	2	19	2000	12	46	2.1	5.9	0	7	116	11.1	0.08	0.5	2.1		1
39.4548	-111.226	1.83	0	2	19	2000	15	27	24.92	6.2	1	12	94	19.4	0.1	0.4	2.2		1
39.4582	-111.222	2.01	0	2	19	2000	18	47	19.33	5.63	1	8	125	19.5	0.08	0.6	2.1		1
44.8067	-110.978	0.1	0	2	19	2000	20	17	41.7	1.45	0	7	211	5.8	0.1	0.9	10.1		1
39.4545	-111.224	1.8	0	2	19	2000	21	9	51.46	6.67	1	12	94	19.2	0.08	0.4	1.1		1
43.3232	-110.95	2.23	0	2	19	2000	21	37	56.05	6.26	1	5	190	63.2	0.22	9.2	37.6		1
38.9583	-111.356	1.56	0	2	20	2000	14	4	51.45	7.13	1	5	99	35.3	0.09	1.5	24.9		1
41.9292	-112.432	1.02	0	2	20	2000	21	24	42.19	1.67	0	9	104	8.9	0.19	0.6	34.7		1
40.619	-111.588	-0.25	0	2	21	2000	0	0	38.81	7.19	0	7	193	11.8	0.09	2.5	2.8		1
44.6843	-110.996	1.22	0	2	21	2000	5	47	49.43	2.68	0	11	70	3	0.15	0.5	1.4		1
42.7065	-111.644	1.38	0	2	21	2000	10	49	44.64	2.73	1	8	155	44.9	0.16	6.1	16		1
44.8177	-111	0.17	0	2	21	2000	12	22	29.14	1.7	0	7	211	6.6	0.14	1.1	11.4		1
44.8173	-110.996	0.23	0	2	21	2000	12	23	4.66	0.97	0	8	211	6.6	0.15	1.1	4		1
39.4557	-111.227	1.81	1	2	21	2000	17	18	19.73	6.32	1	12	95	19.6	0.13	0.5	2.7		1
38.9595	-111.356	1.74	0	2	21	2000	18	33	3.94	8.74	1	5	119	20.8	0.04	0.8	3		1
39.2843	-111.218	2.07	0	2	21	2000	20	47	5.75	2.15	1	5	166	11.2	0.19	1.5	18.8		1
39.2915	-111.213	1.88	0	2	22	2000	2	5	23.24	5.84	0	14	75	10.7	0.2	0.6	2		1
39.2908	-111.209	1.6	0	2	22	2000	2	59	53.74	5.72	0	10	75	10.4	0.24	0.9	2.4		1
38.9625	-111.361	1.92	0	2	22	2000	3	49	29.27	8.8	1	6	99	21	0.03	0.6	2		1
39.2857	-111.206	1.32	0	2	22	2000	7	42	0.11	5.22	0	7	116	10.2	0.23	1.2	2.8		1
39.256	-111.183	1.4	0	2	22	2000	7	58	18.47	6.22	0	6	176	10.2	0.05	0.8	1.1		1
44.711	-110.981	0.27	0	2	22	2000	20	1	30.98	1.79	0	5	174	4.9	0.1	1.8	14.5		1
38.9743	-111.353	1.75	0	2	22	2000	22	48	34.38	6.37	1	7	99	22.5	0.21	1.1	9.3		1
39.2948	-111.204	1.71	0	2	22	2000	23	45	35.06	6.5	0	8	122	9.9	0.26	1.2	2.5		1
39.2925	-111.213	1.49	0	2	22	2000	23	49	31.47	5.89	0	7	115	10.7	0.21	1.1	2.3		1
39.2905	-111.204	1.61	0	2	23	2000	2	14	27.32	5.34	0	9	89	9.9	0.27	1.1	2.7		1
39.762	-110.849	1.92	0	2	23	2000	6	16	1.84	2.49	0	6	132	6.5	0.23	2.3	24.7		1
39.4088	-111.103	1.93	0	2	23	2000	7	9	1.27	5.68	0	8	134	10.6	0.14	0.7	1.6		1
39.2977	-111.211	1.57	0	2	23	2000	11	18	40.35	5.95	0	6	125	10.4	0.23	3	3.4		1
39.9648	-111.979	1.3	0	2	23	2000	18	47	57.52	4.12	0	5	144	8.2	0.07	0.9	7.2		1
37.4292	-113.813	1.95	0	2	23	2000	20	1	26.82	12.96	1	5	186	32.5	0.07	6.3	0.8		1
39.2883	-111.201	1.46	0	2	23	2000	20	45	31.54	1.83	0	6	144	9.8	0.17	1.1	31.4		1
39.2978	-111.202	2	0	2	24	2000	0	11	31.74	1.89	0	7	134	9.6	0.15	0.8	19.1		1
39.2942	-111.201	1.22	0	2	24	2000	0	44	14.57	1.86	0	7	90	9.6	0.17	0.9	26.5		1
40.418	-111.455	1.65	1	2	24	2000	0	45	30.15	0.73	0	19	58	6.1	0.25	0.7	3.6		1
41.8598	-112.712	1.41	0	2	24	2000	1	39	8.89	9.29	0	10	176	10.4	0.15	1.3	2.7		1
39.4563	-111.223	1.66	0	2	24	2000	3	15	52.76	3.51	1	7	125	19.4	0.03	0.4	7.4		1
39.301	-111.194	1.76	0	2	24	2000	4	8	0.04	1.87	0	7	89	8.8	0.17	0.9	22.9		1
38.9585	-111.358	1.8	0	2	24	2000	4	10	27.16	6.88	1	10	99	20.6	0.09	0.5	2.1		1
39.2953	-111.205	1.55	0	2	24	2000	7	21	15.29	1.88	0	8	89	9.9	0.15	0.7	22.1		1
39.3012	-111.203	1.58	0	2	24	2000	7	55	34.68	1.8	0	6	141	9.6	0.18	1.2	32		1
39.4152	-111.109	2.19	1	2	24	2000	11	33	42.75	6.12	0	15	94	11.4	0.18	0.5	1.4		1
42.6477	-111.272	1.75	0	2	24	2000	15	31	22.68	1.72	1	12	141	19.1	0.26	1	2		1
39.2897	-111.204	1.76	0	2	24	2000	21	47	3.52	4.93	0	8	115	10	0.21	0.9	2.3		1
39.2778	-111.204	1.69	0	2	24	2000	22	45	3.47	5.25	0	7	117	10.4	0.23	1.2	2.7		1
44.7413	-110.788	0.1	0	2	24	2000	22	56	45.91	3.32	0	5	257	7.2	0.02	1.4	3		1
39.28	-111.208	1.65	0	2	25	2000	0	17	56.27	6.16	0	7	117	10.6	0.24	1.1	2.4		1
39.2833	-111.2	1.68	0	2	25	2000	0	57	4.22	5.6	0	8	76	9.9	0.23	1.1	2.3		1
39.4608	-111.216	1.67	0	2	25	2000	1	46	15.76	3.69	1	5	160	19.5	0.05	0.5	10.6		1
39.766	-110.844	2.66	1	2	25	2000	4	2	3.15	0.03	0	12	134	5.8	0.2	0.7	3.3		1
37.8468	-112.922	1.4	0	2	25	2000	4	37	5.53	4.17	1	8	128	28.9	0.14	0.6	11.6		1
39.3182	-111.211	1.75	0	2	25	2000	5	19	51.46	8.92	0	6	183	10.2	0.18	4.6	2.4		1
39.2932	-111.211	1.73	0	2	25	2000	7	8	10.2	6.03	0	9	75	10.4	0.21	0.9	2.2		1
44.6327	-111.081	0.26	0	2	25	2000	7	10	17.49	7.3	0	9	108	3.4	0.14	0.6	1.6		1
38.9647	-111.358	1.78	0	2	25	2000	8	15	34.64	10.14	1	7	99	21.4	0.04	0.4	2.5		1
38.5548	-112.295	2.12	1	2	25	2000	18	49	36.58	5.31	0	12	104	9.2	0.1	0.4	1.6		1
38.9577	-111.356	1.79	0	2	26	2000	1	26	49.05	0.86	1	8	146	35.4	0.11	3.1	98.9		1
39.282	-111.204	1.74	0	2	26	2000	4	42	25.85	5.55	0	8	117	10.2	0.25	1.2	2.7		1
44.4493	-110.811	1.21	0	2	26	2000	8	49	10.02	0	0	5	236	2.1	0.25	17.4	27.4		1
40.3547	-111.366	1.03	0	2	26	2000	17	17	26.76	2.92	1	9	156	11.3	0.19	0.9	13.8		1
38.2435	-111.329	2.02	1	2	27	2000	0	57	8.92	1.2	0	13	116	6.3	0.2	0.6	3.5		1
37.5823	-112.291	1.8	0	2	27	2000	5	39	57.99	1.69	1	7	136	41.4	0.16	1	2		1
38.955	-111.354	1.52	0	2	27	2000	23	14	32.65	7.76	1	5	118	20.4	0.04	0.7	3.2		1
41.5423	-112.256	0.83	0	2	28	2000	7	25	26.82	9.29	0	8	98	5.6	0.14	0.7	1.7		1
44.781	-111.297	0.05	0	2	28	2000	8	27	39.44	13.74	0	6	292	8.7	0.11	8.1	5.6		1
44.6492	-110.432	1.94	1	2	28	2000	12	27	59.48	1.27	0	17	71	9.7	0.17	0.4	4.1		1
44.649	-110.434	1.2	0	2	28	2000	15	36	22.91	4.49	0	8	89	9.7	0.18	0.7	1.6		1
44.6475	-110.425	0.62	0	2	28	2000	15	44	50.42	0.46	0	7	114	9.4	0.09	0.4	3		1
39.2953	-111.209	1.61	0	2	28	2000	17	34	42.03	6.73	0	10	75	10.2	0.19	0.8	1.5		1
39.2977	-111.204	1.98	0	2	28	2000	19	17	33.48	1.84	0	10	76	9.8	0.2	0.8	30.9		1
44.7015	-111.005	0.02	0	2	28	2000	20	48	35.84	5.59	0	9	74	4.8	0.12	0.5	1.2		1
39.291	-111.206	1.52	0	2	29	2000	0	6	31.64	6.44	0	8	75	10.1	0.22	1.1	2.1		1
43.2137	-110.756	1.65	0	2	29	2000	1	29	14.18	2.16	1	8	180	57.2	0.31	3.3	10.2		1
39.2747	-111.201	1.54	0	2	29	2000	5	55	54.58	6.42	0	8	118	10.4	0.23	1	2		1
44.79	-110.94	1.66	1	2	29	2000	10	17	9.51	2.46	0	17	131	6.3	0.11	0.4	1		1
39.2908	-111.205	1.62	0	2	29	2000	16	49	6.81	5.4	0	9	75	10.1	0.24	0.9	2.5		1
39.2922	-111.204	1.99	0	2	29	2000	19	13	55.86	5.53	0	9	75	9.9	0.22	0.9	2.4		1
44.7582	-110.975	0.65	0	3	1	2000	1	19	20.89	6.99	0	11	139	2.5	0.11	0.5	1.1		1
