shot	time	lat	lon	depth
580	94:173:02:21:09.465	40.907707	-125.477119	7.5
581	94:173:02:21:32.982	40.907681	-125.476547	7.5
582	94:173:02:21:56.701	40.907646	-125.475967	7.5
583	94:173:02:22:20.541	40.907616	-125.47538	7.5
584	94:173:02:22:44.545	40.907578	-125.4748	7.5
585	94:173:02:23:08.763	40.907536	-125.474197	7.5
586	94:173:02:23:33.127	40.907505	-125.473587	7.5
587	94:173:02:23:57.655	40.907455	-125.472977	7.5
588	94:173:02:24:22.223	40.907413	-125.472374	7.5
589	94:173:02:24:46.785	40.907372	-125.471771	7.5
590	94:173:02:25:11.267	40.907326	-125.471161	7.5
591	94:173:02:25:35.676	40.90728	-125.470543	7.5
592	94:173:02:25:59.971	40.907253	-125.46991	7.5
593	94:173:02:26:24.178	40.907246	-125.469322	7.5
594	94:173:02:26:48.349	40.907185	-125.468727	7.5
595	94:173:02:27:12.574	40.907124	-125.46814	7.5
596	94:173:02:27:36.890	40.907063	-125.467545	7.5
597	94:173:02:28:01.370	40.907024	-125.466942	7.5
598	94:173:02:28:25.975	40.906982	-125.466331	7.5
599	94:173:02:28:50.763	40.906937	-125.465706	7.5
600	94:173:02:29:15.568	40.906895	-125.465088	7.5
601	94:173:02:29:40.376	40.906857	-125.464462	7.5
602	94:173:02:30:05.116	40.906822	-125.463844	7.5
603	94:173:02:30:29.770	40.906788	-125.463242	7.5
604	94:173:02:30:54.312	40.906742	-125.462639	7.5
605	94:173:02:31:18.663	40.906681	-125.462013	7.5
606	94:173:02:31:42.962	40.906631	-125.461372	7.5
607	94:173:02:32:07.149	40.906578	-125.460732	7.5
608	94:173:02:32:31.304	40.906525	-125.460083	7.5
609	94:173:02:32:55.405	40.906475	-125.459435	7.5
610	94:173:02:33:19.399	40.906418	-125.458786	7.5
611	94:173:02:33:43.299	40.906364	-125.458145	7.5
612	94:173:02:34:07.164	40.906303	-125.457504	7.5
613	94:173:02:34:30.964	40.906246	-125.456879	7.5
614	94:173:02:34:54.692	40.906181	-125.456253	7.5
615	94:173:02:35:18.437	40.906124	-125.455635	7.5
616	94:173:02:35:42.194	40.906067	-125.455009	7.5
617	94:173:02:36:06.017	40.90601	-125.454384	7.5
618	94:173:02:36:29.834	40.905956	-125.453773	7.5
619	94:173:02:36:53.615	40.905891	-125.453163	7.5
620	94:173:02:37:17.336	40.905838	-125.452538	7.5
621	94:173:02:37:40.870	40.905777	-125.45192	7.5
622	94:173:02:38:04.258	40.905712	-125.451302	7.5
623	94:173:02:38:27.373	40.905643	-125.450684	7.5
624	94:173:02:38:50.331	40.905605	-125.450066	7.5
625	94:173:02:39:13.129	40.905556	-125.449448	7.5
626	94:173:02:39:35.797	40.905514	-125.448837	7.5
627	94:173:02:39:58.373	40.90546	-125.448235	7.5
628	94:173:02:40:20.902	40.905373	-125.447617	7.5
629	94:173:02:40:43.419	40.905357	-125.446991	7.5
630	94:173:02:41:05.989	40.905331	-125.446373	7.5
631	94:173:02:41:28.589	40.905323	-125.445778	7.5
632	94:173:02:41:51.180	40.905296	-125.445175	7.5
633	94:173:02:42:13.700	40.905277	-125.444572	7.5
634	94:173:02:42:36.155	40.905247	-125.443977	7.5
635	94:173:02:42:58.511	40.905205	-125.443382	7.5
636	94:173:02:43:20.754	40.905159	-125.442795	7.5
637	94:173:02:43:42.878	40.905125	-125.442215	7.5
638	94:173:02:44:04.927	40.905098	-125.441628	7.5
639	94:173:02:44:26.913	40.905075	-125.44104	7.5
640	94:173:02:44:48.902	40.905045	-125.440453	7.5
641	94:173:02:45:10.857	40.905014	-125.439873	7.5
642	94:173:02:45:32.808	40.904991	-125.439293	7.5
643	94:173:02:45:54.763	40.904953	-125.438705	7.5
644	94:173:02:46:16.745	40.904915	-125.438118	7.5
645	94:173:02:46:38.760	40.904869	-125.437515	7.5
646	94:173:02:47:00.775	40.904842	-125.43692	7.5
647	94:173:02:47:22.788	40.904797	-125.43631	7.5
648	94:173:02:47:44.811	40.904758	-125.435707	7.5
649	94:173:02:48:06.831	40.904732	-125.435089	7.5
650	94:173:02:48:28.886	40.904709	-125.434494	7.5
651	94:173:02:48:50.915	40.904655	-125.433891	7.5
652	94:173:02:49:12.943	40.904617	-125.433289	7.5
653	94:173:02:49:34.899	40.904575	-125.432678	7.5
654	94:173:02:49:56.806	40.904541	-125.432068	7.5
655	94:173:02:50:18.610	40.904507	-125.431465	7.5
656	94:173:02:50:40.379	40.904469	-125.43087	7.5
657	94:173:02:51:02.126	40.904442	-125.43026	7.5
658	94:173:02:51:23.855	40.904411	-125.429672	7.5
659	94:173:02:51:45.651	40.904377	-125.429085	7.5
660	94:173:02:52:07.428	40.904343	-125.428497	7.5
661	94:173:02:52:29.286	40.904308	-125.427917	7.5
662	94:173:02:52:51.294	40.904278	-125.42733	7.5
663	94:173:02:53:13.349	40.90424	-125.426735	7.5
664	94:173:02:53:35.467	40.904205	-125.42614	7.5
665	94:173:02:53:57.586	40.90416	-125.425537	7.5
666	94:173:02:54:19.734	40.904114	-125.42495	7.5
667	94:173:02:54:41.857	40.904076	-125.424362	7.5
668	94:173:02:55:03.921	40.90403	-125.423775	7.5
669	94:173:02:55:25.907	40.903992	-125.423195	7.5
670	94:173:02:55:47.787	40.903938	-125.422615	7.5
671	94:173:02:56:09.600	40.903889	-125.422035	7.5
672	94:173:02:56:31.379	40.903831	-125.421463	7.5
673	94:173:02:56:53.119	40.903778	-125.420876	7.5
674	94:173:02:57:14.835	40.903709	-125.420303	7.5
675	94:173:02:57:36.500	40.903656	-125.419708	7.5
676	94:173:02:57:58.147	40.903599	-125.419128	7.5
677	94:173:02:58:19.758	40.903549	-125.418495	7.5
678	94:173:02:58:41.352	40.903481	-125.41787	7.5
679	94:173:02:59:02.912	40.903408	-125.417244	7.5
680	94:173:02:59:24.418	40.903336	-125.416634	7.5
681	94:173:02:59:45.921	40.903282	-125.416008	7.5
682	94:173:03:00:07.322	40.903236	-125.415398	7.5
683	94:173:03:00:28.673	40.903191	-125.41478	7.5
684	94:173:03:00:50.010	40.903111	-125.414177	7.5
685	94:173:03:01:11.296	40.903034	-125.413574	7.5
686	94:173:03:01:32.544	40.902966	-125.412994	7.5
687	94:173:03:01:53.805	40.902905	-125.412399	7.5
688	94:173:03:02:15.057	40.902851	-125.411797	7.5
689	94:173:03:02:36.325	40.90279	-125.411186	7.5
690	94:173:03:02:57.583	40.902729	-125.410583	7.5
691	94:173:03:03:18.822	40.90266	-125.409981	7.5
692	94:173:03:03:40.070	40.902596	-125.409386	7.5
693	94:173:03:04:01.316	40.902542	-125.408775	7.5
694	94:173:03:04:22.533	40.902485	-125.408173	7.5
695	94:173:03:04:43.721	40.902416	-125.40757	7.5
696	94:173:03:05:04.762	40.902355	-125.40696	7.5
697	94:173:03:05:25.687	40.902279	-125.406349	7.5
698	94:173:03:05:46.513	40.902233	-125.405731	7.5
699	94:173:03:06:07.192	40.902176	-125.405106	7.5
700	94:173:03:06:27.750	40.902126	-125.404503	7.5
701	94:173:03:06:48.215	40.902046	-125.4039	7.5
702	94:173:03:07:08.604	40.90197	-125.40329	7.5
703	94:173:03:07:28.884	40.90189	-125.402687	7.5
704	94:173:03:07:49.128	40.901802	-125.402092	7.5
705	94:173:03:08:09.387	40.901718	-125.401482	7.5
706	94:173:03:08:29.654	40.901623	-125.400864	7.5
707	94:173:03:08:49.956	40.90152	-125.400238	7.5
708	94:173:03:09:10.269	40.901424	-125.39962	7.5
709	94:173:03:09:30.640	40.901329	-125.399002	7.5
710	94:173:03:09:50.995	40.901226	-125.398392	7.5
711	94:173:03:10:11.314	40.901134	-125.397797	7.5
712	94:173:03:10:31.571	40.901039	-125.397209	7.5
713	94:173:03:10:51.772	40.900932	-125.396629	7.5
714	94:173:03:11:11.896	40.900822	-125.396049	7.5
715	94:173:03:11:31.967	40.900715	-125.395462	7.5
716	94:173:03:11:51.992	40.900612	-125.394867	7.5
717	94:173:03:12:11.962	40.900494	-125.394287	7.5
718	94:173:03:12:31.905	40.900394	-125.3937	7.5
719	94:173:03:12:51.834	40.900288	-125.39312	7.5
720	94:173:03:13:11.755	40.900181	-125.392532	7.5
721	94:173:03:13:31.680	40.900078	-125.391945	7.5
722	94:173:03:13:51.619	40.899975	-125.391357	7.5
723	94:173:03:14:11.548	40.899879	-125.390778	7.5
724	94:173:03:14:31.483	40.899776	-125.390205	7.5
725	94:173:03:14:51.449	40.899666	-125.389633	7.5
726	94:173:03:15:11.398	40.899555	-125.389053	7.5
727	94:173:03:15:31.335	40.899437	-125.388466	7.5
728	94:173:03:15:51.277	40.899326	-125.387886	7.5
729	94:173:03:16:11.204	40.899223	-125.387306	7.5
730	94:173:03:16:31.132	40.899113	-125.386734	7.5
731	94:173:03:16:51.025	40.899002	-125.386169	7.5
732	94:173:03:17:10.944	40.898891	-125.38559	7.5
733	94:173:03:17:30.852	40.898785	-125.385025	7.5
734	94:173:03:17:50.801	40.898685	-125.384453	7.5
735	94:173:03:18:10.761	40.898579	-125.383873	7.5
736	94:173:03:18:30.734	40.898468	-125.383301	7.5
737	94:173:03:18:50.711	40.898361	-125.382729	7.5
738	94:173:03:19:10.699	40.898239	-125.382156	7.5
739	94:173:03:19:30.697	40.898136	-125.381584	7.5
740	94:173:03:19:50.737	40.898026	-125.381012	7.5
741	94:173:03:20:10.775	40.897907	-125.380455	7.5
742	94:173:03:20:30.822	40.8978	-125.37989	7.5
743	94:173:03:20:50.899	40.897713	-125.379333	7.5
744	94:173:03:21:11.019	40.897617	-125.378769	7.5
745	94:173:03:21:31.176	40.897526	-125.378204	7.5
746	94:173:03:21:51.402	40.897434	-125.37764	7.5
747	94:173:03:22:11.638	40.897339	-125.377075	7.5
748	94:173:03:22:31.896	40.897243	-125.376495	7.5
749	94:173:03:22:52.176	40.897163	-125.375916	7.5
750	94:173:03:23:12.411	40.897079	-125.375328	7.5
751	94:173:03:23:32.619	40.896999	-125.374733	7.5
752	94:173:03:23:52.777	40.896923	-125.374146	7.5
753	94:173:03:24:12.904	40.896843	-125.373558	7.5
754	94:173:03:24:33.002	40.896751	-125.372971	7.5
755	94:173:03:24:53.159	40.896671	-125.372383	7.5
756	94:173:03:25:13.337	40.896587	-125.371788	7.5
757	94:173:03:25:33.545	40.896488	-125.371185	7.5
758	94:173:03:25:53.830	40.896393	-125.370583	7.5
759	94:173:03:26:14.180	40.896294	-125.36998	7.5
760	94:173:03:26:34.567	40.896202	-125.369385	7.5
761	94:173:03:26:54.997	40.896118	-125.36879	7.5
762	94:173:03:27:15.395	40.896034	-125.368195	7.5
763	94:173:03:27:35.782	40.895943	-125.367599	7.5
764	94:173:03:27:56.120	40.895874	-125.366997	7.5
765	94:173:03:28:16.346	40.895809	-125.366402	7.5
766	94:173:03:28:36.485	40.895721	-125.365822	7.5
767	94:173:03:28:56.593	40.895615	-125.365234	7.5
768	94:173:03:29:16.578	40.895493	-125.36467	7.5
769	94:173:03:29:36.546	40.895416	-125.364098	7.5
770	94:173:03:29:56.516	40.895336	-125.363525	7.5
771	94:173:03:30:16.443	40.895271	-125.362938	7.5
772	94:173:03:30:36.362	40.895191	-125.362358	7.5
773	94:173:03:30:56.309	40.8951	-125.361778	7.5
774	94:173:03:31:16.248	40.89502	-125.361191	7.5
775	94:173:03:31:36.215	40.894932	-125.360611	7.5
776	94:173:03:31:56.230	40.894844	-125.360031	7.5
777	94:173:03:32:16.238	40.894753	-125.359451	7.5
778	94:173:03:32:36.278	40.894672	-125.358879	7.5
779	94:173:03:32:56.363	40.894592	-125.358307	7.5
780	94:173:03:33:16.452	40.894482	-125.357727	7.5
781	94:173:03:33:36.568	40.894409	-125.357132	7.5
782	94:173:03:33:56.746	40.894344	-125.356537	7.5
783	94:173:03:34:16.965	40.894283	-125.355942	7.5
784	94:173:03:34:37.232	40.894215	-125.355347	7.5
785	94:173:03:34:57.548	40.89415	-125.354752	7.5
786	94:173:03:35:17.938	40.894077	-125.354156	7.5
787	94:173:03:35:38.385	40.894001	-125.353554	7.5
788	94:173:03:35:58.893	40.893932	-125.352951	7.5
789	94:173:03:36:19.430	40.893848	-125.352348	7.5
790	94:173:03:36:39.979	40.893784	-125.351746	7.5
791	94:173:03:37:00.554	40.893719	-125.351143	7.5
792	94:173:03:37:21.146	40.893661	-125.350548	7.5
793	94:173:03:37:41.722	40.893589	-125.34996	7.5
794	94:173:03:38:02.248	40.893517	-125.349365	7.5
795	94:173:03:38:22.745	40.893448	-125.348755	7.5
796	94:173:03:38:43.194	40.89336	-125.348137	7.5
797	94:173:03:39:03.573	40.893288	-125.347534	7.5
798	94:173:03:39:23.873	40.893215	-125.346939	7.5
799	94:173:03:39:44.110	40.893143	-125.346336	7.5
800	94:173:03:40:04.254	40.893063	-125.345741	7.5
801	94:173:03:40:24.341	40.892986	-125.345139	7.5
802	94:173:03:40:44.358	40.892899	-125.344528	7.5
803	94:173:03:41:04.307	40.892811	-125.343925	7.5
804	94:173:03:41:24.214	40.892715	-125.343315	7.5
805	94:173:03:41:44.065	40.892628	-125.342705	7.5
806	94:173:03:42:03.913	40.892529	-125.342094	7.5
807	94:173:03:42:23.726	40.892429	-125.341499	7.5
808	94:173:03:42:43.515	40.892353	-125.340897	7.5
809	94:173:03:43:03.297	40.892269	-125.340302	7.5
810	94:173:03:43:23.044	40.892189	-125.339691	7.5
811	94:173:03:43:42.809	40.892109	-125.339081	7.5
812	94:173:03:44:02.544	40.892029	-125.33847	7.5
813	94:173:03:44:22.236	40.89196	-125.337868	7.5
814	94:173:03:44:41.943	40.891872	-125.33728	7.5
815	94:173:03:45:01.618	40.891781	-125.336678	7.5
816	94:173:03:45:21.236	40.891689	-125.33609	7.5
817	94:173:03:45:40.897	40.89159	-125.335495	7.5
818	94:173:03:46:00.531	40.891495	-125.334908	7.5
819	94:173:03:46:20.160	40.891403	-125.334335	7.5
820	94:173:03:46:39.767	40.8913	-125.333771	7.5
821	94:173:03:46:59.366	40.891193	-125.333214	7.5
822	94:173:03:47:18.927	40.891064	-125.332657	7.5
823	94:173:03:47:38.470	40.890972	-125.332092	7.5
824	94:173:03:47:57.961	40.890877	-125.331535	7.5
825	94:173:03:48:17.396	40.89077	-125.330963	7.5
826	94:173:03:48:36.754	40.890675	-125.330391	7.5
827	94:173:03:48:56.063	40.890579	-125.329819	7.5
828	94:173:03:49:15.249	40.89048	-125.329254	7.5
829	94:173:03:49:34.376	40.890388	-125.32869	7.5
830	94:173:03:49:53.434	40.890297	-125.328125	7.5
831	94:173:03:50:12.412	40.890202	-125.32756	7.5
832	94:173:03:50:31.350	40.890106	-125.326973	7.5
833	94:173:03:50:50.248	40.890022	-125.326393	7.5
834	94:173:03:51:09.088	40.889938	-125.325813	7.5
835	94:173:03:51:27.927	40.889851	-125.325233	7.5
836	94:173:03:51:46.781	40.889778	-125.324654	7.5
837	94:173:03:52:05.630	40.889706	-125.324066	7.5
838	94:173:03:52:24.538	40.889637	-125.323494	7.5
839	94:173:03:52:43.517	40.889542	-125.322929	7.5
840	94:173:03:53:02.574	40.889454	-125.32235	7.5
841	94:173:03:53:21.691	40.889362	-125.321777	7.5
842	94:173:03:53:40.902	40.889267	-125.321198	7.5
843	94:173:03:54:00.199	40.889187	-125.32061	7.5
844	94:173:03:54:19.565	40.889114	-125.320023	7.5
845	94:173:03:54:38.973	40.889008	-125.319443	7.5
846	94:173:03:54:58.407	40.888912	-125.318863	7.5
847	94:173:03:55:17.859	40.88879	-125.31826	7.5
848	94:173:03:55:37.314	40.888702	-125.31765	7.5
849	94:173:03:55:56.783	40.888603	-125.317039	7.5
850	94:173:03:56:16.240	40.888519	-125.316437	7.5
851	94:173:03:56:35.741	40.888428	-125.315857	7.5
852	94:173:03:56:55.275	40.888332	-125.315262	7.5
853	94:173:03:57:14.854	40.888229	-125.314667	7.5
854	94:173:03:57:34.462	40.888134	-125.314064	7.5
855	94:173:03:57:54.098	40.888035	-125.313461	7.5
856	94:173:03:58:13.747	40.887936	-125.312851	7.5
857	94:173:03:58:33.424	40.887833	-125.312233	7.5
858	94:173:03:58:53.084	40.887737	-125.311623	7.5
859	94:173:03:59:12.720	40.887634	-125.31102	7.5
860	94:173:03:59:32.317	40.887539	-125.310432	7.5
861	94:173:03:59:51.866	40.88744	-125.309845	7.5
862	94:173:04:00:11.384	40.887348	-125.309265	7.5
863	94:173:04:00:30.873	40.887249	-125.308701	7.5
864	94:173:04:00:50.321	40.88715	-125.308128	7.5
865	94:173:04:01:09.758	40.88707	-125.307556	7.5
866	94:173:04:01:29.213	40.886967	-125.306984	7.5
867	94:173:04:01:48.673	40.886864	-125.306396	7.5
868	94:173:04:02:08.140	40.886757	-125.305832	7.5
869	94:173:04:02:27.620	40.88665	-125.305267	7.5
870	94:173:04:02:47.106	40.886555	-125.304695	7.5
871	94:173:04:03:06.602	40.886452	-125.304131	7.5
872	94:173:04:03:26.120	40.886345	-125.303558	7.5
873	94:173:04:03:45.658	40.886246	-125.302986	7.5
874	94:173:04:04:05.249	40.886147	-125.302422	7.5
875	94:173:04:04:24.885	40.886051	-125.301849	7.5
876	94:173:04:04:44.581	40.885944	-125.301277	7.5
877	94:173:04:05:04.290	40.885841	-125.300697	7.5
878	94:173:04:05:24.026	40.885735	-125.30014	7.5
879	94:173:04:05:43.768	40.885654	-125.299576	7.5
880	94:173:04:06:03.512	40.885559	-125.299004	7.5
881	94:173:04:06:23.259	40.885475	-125.298424	7.5
882	94:173:04:06:42.960	40.885387	-125.297852	7.5
883	94:173:04:07:02.626	40.885303	-125.297272	7.5
884	94:173:04:07:22.264	40.885212	-125.2967	7.5
885	94:173:04:07:41.863	40.885132	-125.29612	7.5
886	94:173:04:08:01.397	40.885048	-125.295547	7.5
887	94:173:04:08:20.868	40.884972	-125.294991	7.5
888	94:173:04:08:40.305	40.884892	-125.294434	7.5
889	94:173:04:08:59.672	40.884811	-125.293877	7.5
890	94:173:04:09:18.990	40.884724	-125.293304	7.5
891	94:173:04:09:38.266	40.884651	-125.29274	7.5
892	94:173:04:09:57.516	40.884575	-125.292175	7.5
893	94:173:04:10:16.692	40.884491	-125.291603	7.5
894	94:173:04:10:35.863	40.884418	-125.291031	7.5
895	94:173:04:10:55.028	40.88435	-125.290451	7.5
896	94:173:04:11:14.206	40.88427	-125.289879	7.5
897	94:173:04:11:33.394	40.884197	-125.289299	7.5
898	94:173:04:11:52.651	40.884121	-125.288727	7.5
899	94:173:04:12:11.961	40.884068	-125.288155	7.5
900	94:173:04:12:31.316	40.883991	-125.287598	7.5
901	94:173:04:12:50.754	40.883911	-125.287041	7.5
902	94:173:04:13:10.273	40.88382	-125.286476	7.5
903	94:173:04:13:29.861	40.883736	-125.285896	7.5
904	94:173:04:13:49.568	40.883644	-125.285324	7.5
905	94:173:04:14:09.386	40.883553	-125.284744	7.5
906	94:173:04:14:29.304	40.883465	-125.284157	7.5
907	94:173:04:14:49.301	40.883381	-125.283569	7.5
908	94:173:04:15:09.360	40.883282	-125.282974	7.5
909	94:173:04:15:29.456	40.883194	-125.282379	7.5
910	94:173:04:15:49.584	40.883099	-125.281769	7.5
911	94:173:04:16:09.680	40.883026	-125.281174	7.5
912	94:173:04:16:29.738	40.882938	-125.280594	7.5
913	94:173:04:16:49.746	40.882847	-125.280006	7.5
914	94:173:04:17:09.733	40.882755	-125.279419	7.5
915	94:173:04:17:29.691	40.88266	-125.278816	7.5
916	94:173:04:17:49.670	40.882568	-125.278214	7.5
917	94:173:04:18:09.606	40.882473	-125.277634	7.5
918	94:173:04:18:29.556	40.882381	-125.277046	7.5
919	94:173:04:18:49.513	40.88229	-125.276466	7.5
920	94:173:04:19:09.461	40.882198	-125.275879	7.5
921	94:173:04:19:29.388	40.882111	-125.275291	7.5
922	94:173:04:19:49.310	40.882019	-125.274712	7.5
923	94:173:04:20:09.184	40.881912	-125.274155	7.5
924	94:173:04:20:29.022	40.881817	-125.273613	7.5
925	94:173:04:20:48.808	40.881748	-125.273064	7.5
926	94:173:04:21:08.557	40.881676	-125.272522	7.5
927	94:173:04:21:28.286	40.881615	-125.27198	7.5
928	94:173:04:21:48.013	40.881542	-125.271431	7.5
929	94:173:04:22:07.680	40.881481	-125.270882	7.5
930	94:173:04:22:27.331	40.881409	-125.270332	7.5
931	94:173:04:22:46.953	40.881348	-125.269775	7.5
932	94:173:04:23:06.594	40.881268	-125.269226	7.5
933	94:173:04:23:26.222	40.881199	-125.268669	7.5
934	94:173:04:23:45.891	40.881142	-125.268112	7.5
935	94:173:04:24:05.605	40.881084	-125.267555	7.5
936	94:173:04:24:25.405	40.881023	-125.266998	7.5
937	94:173:04:24:45.441	40.880974	-125.266426	7.5
938	94:173:04:25:05.480	40.880917	-125.265854	7.5
939	94:173:04:25:25.576	40.880859	-125.265274	7.5
940	94:173:04:25:45.605	40.880795	-125.264694	7.5
941	94:173:04:26:05.655	40.880733	-125.264122	7.5
942	94:173:04:26:25.629	40.880653	-125.263565	7.5
943	94:173:04:26:45.577	40.880604	-125.262985	7.5
944	94:173:04:27:05.356	40.880539	-125.262436	7.5
945	94:173:04:27:25.034	40.880493	-125.261887	7.5
946	94:173:04:27:44.591	40.880432	-125.261353	7.5
947	94:173:04:28:04.039	40.880383	-125.260803	7.5
948	94:173:04:28:23.409	40.880329	-125.260254	7.5
949	94:173:04:28:42.753	40.880272	-125.259712	7.5
950	94:173:04:29:02.052	40.880207	-125.259163	7.5
951	94:173:04:29:21.339	40.880138	-125.258606	7.5
952	94:173:04:29:40.627	40.880077	-125.258049	7.5
953	94:173:04:29:59.948	40.880005	-125.257492	7.5
954	94:173:04:30:19.347	40.879925	-125.256943	7.5
955	94:173:04:30:38.850	40.879879	-125.256378	7.5
956	94:173:04:30:58.359	40.879826	-125.255798	7.5
957	94:173:04:31:17.909	40.87978	-125.255234	7.5
958	94:173:04:31:37.534	40.879719	-125.254669	7.5
959	94:173:04:31:57.244	40.87965	-125.254105	7.5
960	94:173:04:32:16.993	40.879574	-125.253548	7.5
961	94:173:04:32:36.786	40.879513	-125.252983	7.5
962	94:173:04:32:56.643	40.879452	-125.252419	7.5
963	94:173:04:33:16.521	40.879391	-125.251846	7.5
964	94:173:04:33:36.421	40.879326	-125.251274	7.5
965	94:173:04:33:56.346	40.879265	-125.250702	7.5
966	94:173:04:34:16.257	40.879192	-125.250137	7.5
967	94:173:04:34:36.144	40.879135	-125.249573	7.5
968	94:173:04:34:56.050	40.879066	-125.249016	7.5
969	94:173:04:35:15.956	40.879005	-125.248436	7.5
970	94:173:04:35:35.876	40.878937	-125.247864	7.5
971	94:173:04:35:55.863	40.87888	-125.247284	7.5
972	94:173:04:36:15.902	40.878815	-125.246719	7.5
973	94:173:04:36:36.089	40.878754	-125.246147	7.5
974	94:173:04:36:56.407	40.878685	-125.245575	7.5
975	94:173:04:37:16.873	40.878624	-125.24498	7.5
976	94:173:04:37:37.501	40.878559	-125.244385	7.5
977	94:173:04:37:58.280	40.87849	-125.243782	7.5
978	94:173:04:38:19.220	40.878437	-125.243195	7.5
979	94:173:04:38:40.275	40.878368	-125.242599	7.5
980	94:173:04:39:01.373	40.8783	-125.242004	7.5
981	94:173:04:39:22.510	40.87822	-125.241386	7.5
982	94:173:04:39:43.609	40.878159	-125.240776	7.5
983	94:173:04:40:04.654	40.878098	-125.240189	7.5
984	94:173:04:40:25.791	40.87804	-125.239616	7.5
985	94:173:04:40:46.925	40.877995	-125.239044	7.5
986	94:173:04:41:08.059	40.877926	-125.23848	7.5
987	94:173:04:41:29.205	40.877869	-125.237892	7.5
988	94:173:04:41:50.423	40.877827	-125.237305	7.5
989	94:173:04:42:11.701	40.877781	-125.23671	7.5
990	94:173:04:42:33.079	40.877739	-125.236107	7.5
991	94:173:04:42:54.546	40.877701	-125.235497	7.5
992	94:173:04:43:16.124	40.87767	-125.234901	7.5
993	94:173:04:43:37.769	40.877625	-125.234306	7.5
994	94:173:04:43:59.466	40.877583	-125.233704	7.5
995	94:173:04:44:21.184	40.877502	-125.233093	7.5
996	94:173:04:44:42.946	40.877483	-125.232475	7.5
997	94:173:04:45:04.659	40.877472	-125.231857	7.5
998	94:173:04:45:26.318	40.877453	-125.231247	7.5
999	94:173:04:45:47.946	40.87743	-125.230621	7.5
1000	94:173:04:46:09.562	40.877399	-125.230011	7.5
1001	94:173:04:46:31.129	40.877377	-125.229401	7.5
1002	94:173:04:46:52.667	40.877335	-125.22879	7.5
1003	94:173:04:47:14.155	40.877308	-125.228195	7.5
1004	94:173:04:47:35.701	40.87727	-125.2276	7.5
1005	94:173:04:47:57.297	40.877232	-125.226997	7.5
1006	94:173:04:48:18.748	40.877197	-125.22641	7.5
1007	94:173:04:48:40.266	40.877144	-125.225815	7.5
1008	94:173:04:49:01.812	40.877102	-125.22522	7.5
1009	94:173:04:49:23.480	40.877048	-125.224602	7.5
1010	94:173:04:49:45.219	40.877014	-125.223991	7.5
1011	94:173:04:50:07.084	40.876995	-125.223373	7.5
1012	94:173:04:50:29.053	40.876965	-125.222763	7.5
1013	94:173:04:50:51.021	40.876926	-125.22216	7.5
1014	94:173:04:51:12.909	40.876904	-125.22155	7.5
1015	94:173:04:51:34.714	40.876858	-125.220947	7.5
1016	94:173:04:51:56.321	40.876797	-125.220352	7.5
1017	94:173:04:52:17.729	40.876762	-125.219757	7.5
1018	94:173:04:52:38.970	40.876678	-125.219162	7.5
1019	94:173:04:53:00.057	40.876583	-125.21859	7.5
1020	94:173:04:53:21.016	40.876495	-125.218002	7.5
1021	94:173:04:53:41.921	40.8764	-125.21743	7.5
1022	94:173:04:54:02.826	40.876312	-125.216858	7.5
1023	94:173:04:54:23.826	40.876209	-125.216293	7.5
1024	94:173:04:54:44.955	40.876122	-125.215721	7.5
1025	94:173:04:55:06.239	40.876034	-125.215149	7.5
1026	94:173:04:55:27.667	40.87595	-125.214584	7.5
1027	94:173:04:55:49.224	40.875862	-125.21402	7.5
1028	94:173:04:56:10.861	40.875778	-125.213432	7.5
1029	94:173:04:56:32.560	40.87569	-125.212845	7.5
1030	94:173:04:56:54.339	40.87558	-125.212265	7.5
1031	94:173:04:57:16.124	40.875446	-125.211693	7.5
1032	94:173:04:57:37.735	40.875355	-125.211105	7.5
1033	94:173:04:57:59.371	40.875267	-125.210518	7.5
1034	94:173:04:58:20.998	40.875202	-125.209915	7.5
1035	94:173:04:58:42.666	40.875099	-125.20932	7.5
1036	94:173:04:59:04.308	40.875004	-125.208717	7.5
1037	94:173:04:59:25.868	40.874897	-125.208115	7.5
1038	94:173:04:59:47.396	40.874809	-125.207512	7.5
1039	94:173:05:00:08.834	40.874706	-125.206924	7.5
1040	94:173:05:00:30.195	40.874611	-125.20636	7.5
1041	94:173:05:00:51.458	40.874557	-125.205788	7.5
1042	94:173:05:01:12.677	40.8745	-125.205223	7.5
1043	94:173:05:01:33.844	40.874451	-125.204651	7.5
1044	94:173:05:01:55.034	40.874401	-125.204079	7.5
1045	94:173:05:02:16.181	40.874371	-125.203514	7.5
1046	94:173:05:02:37.367	40.874317	-125.202942	7.5
1047	94:173:05:02:58.575	40.874275	-125.202377	7.5
1048	94:173:05:03:19.821	40.874218	-125.201805	7.5
1049	94:173:05:03:41.099	40.874161	-125.201233	7.5
1050	94:173:05:04:02.467	40.874115	-125.200661	7.5
1051	94:173:05:04:23.843	40.874058	-125.200073	7.5
1052	94:173:05:04:45.125	40.874016	-125.199486	7.5
1053	94:173:05:05:06.459	40.873951	-125.198914	7.5
1054	94:173:05:05:27.846	40.873909	-125.198357	7.5
1055	94:173:05:05:49.317	40.873856	-125.197792	7.5
1056	94:173:05:06:10.803	40.87381	-125.19722	7.5
1057	94:173:05:06:32.340	40.873749	-125.196648	7.5
1058	94:173:05:06:53.959	40.873688	-125.196075	7.5
1059	94:173:05:07:15.673	40.873631	-125.195488	7.5
