shot	time	lat	lon	depth
1060	94:173:05:07:37.432	40.87355	-125.194901	7.5
1061	94:173:05:07:59.245	40.873466	-125.194313	7.5
1062	94:173:05:08:21.069	40.87339	-125.193733	7.5
1063	94:173:05:08:42.883	40.873299	-125.193146	7.5
1064	94:173:05:09:04.652	40.873203	-125.192566	7.5
1065	94:173:05:09:26.252	40.873112	-125.191986	7.5
1066	94:173:05:09:47.717	40.873028	-125.191414	7.5
1067	94:173:05:10:09.077	40.872955	-125.190834	7.5
1068	94:173:05:10:30.372	40.872883	-125.190262	7.5
1069	94:173:05:10:51.651	40.872799	-125.189697	7.5
1070	94:173:05:11:12.887	40.872711	-125.189133	7.5
1071	94:173:05:11:34.095	40.872631	-125.188576	7.5
1072	94:173:05:11:55.355	40.872532	-125.188026	7.5
1073	94:173:05:12:16.649	40.872456	-125.187462	7.5
1074	94:173:05:12:38.167	40.872353	-125.18689	7.5
1075	94:173:05:12:59.713	40.872257	-125.186325	7.5
1076	94:173:05:13:21.243	40.872158	-125.185738	7.5
1077	94:173:05:13:42.778	40.872044	-125.185158	7.5
1078	94:173:05:14:04.337	40.871933	-125.184578	7.5
1079	94:173:05:14:25.945	40.871815	-125.18399	7.5
1080	94:173:05:14:47.642	40.871712	-125.183403	7.5
1081	94:173:05:15:09.393	40.871632	-125.1828	7.5
1082	94:173:05:15:31.227	40.871529	-125.18219	7.5
1083	94:173:05:15:53.127	40.871433	-125.18158	7.5
1084	94:173:05:16:15.107	40.871338	-125.180962	7.5
1085	94:173:05:16:37.152	40.871243	-125.180351	7.5
1086	94:173:05:16:59.207	40.871162	-125.179726	7.5
1087	94:173:05:17:21.286	40.871101	-125.179085	7.5
1088	94:173:05:17:43.303	40.870998	-125.178467	7.5
1089	94:173:05:18:05.220	40.870884	-125.177841	7.5
1090	94:173:05:18:26.958	40.870785	-125.177231	7.5
1091	94:173:05:18:48.623	40.870667	-125.176613	7.5
1092	94:173:05:19:10.152	40.870564	-125.176003	7.5
1093	94:173:05:19:31.579	40.870453	-125.175385	7.5
1094	94:173:05:19:52.937	40.87035	-125.174767	7.5
1095	94:173:05:20:14.247	40.870228	-125.174179	7.5
1096	94:173:05:20:35.550	40.870136	-125.173592	7.5
1097	94:173:05:20:56.858	40.870056	-125.173004	7.5
1098	94:173:05:21:18.179	40.869972	-125.172424	7.5
1099	94:173:05:21:39.513	40.8699	-125.171829	7.5
1100	94:173:05:22:00.862	40.869816	-125.171249	7.5
1101	94:173:05:22:22.241	40.869743	-125.170639	7.5
1102	94:173:05:22:43.606	40.869663	-125.170044	7.5
1103	94:173:05:23:04.944	40.869572	-125.169441	7.5
1104	94:173:05:23:26.074	40.86948	-125.168854	7.5
1105	94:173:05:23:47.049	40.869411	-125.168259	7.5
1106	94:173:05:24:08.038	40.869331	-125.167671	7.5
1107	94:173:05:24:29.136	40.869247	-125.167084	7.5
1108	94:173:05:24:50.274	40.869186	-125.166496	7.5
1109	94:173:05:25:11.430	40.869129	-125.165894	7.5
1110	94:173:05:25:32.627	40.869068	-125.165298	7.5
1111	94:173:05:25:53.884	40.868996	-125.164696	7.5
1112	94:173:05:26:15.175	40.868923	-125.164078	7.5
1113	94:173:05:26:36.469	40.868851	-125.16346	7.5
1114	94:173:05:26:57.746	40.868797	-125.162834	7.5
1115	94:173:05:27:18.944	40.868732	-125.162193	7.5
1116	94:173:05:27:40.094	40.868675	-125.161545	7.5
1117	94:173:05:28:01.170	40.868603	-125.160919	7.5
1118	94:173:05:28:22.148	40.868557	-125.160339	7.5
1119	94:173:05:28:43.057	40.868492	-125.159767	7.5
1120	94:173:05:29:03.935	40.868427	-125.15921	7.5
1121	94:173:05:29:24.709	40.868355	-125.158669	7.5
1122	94:173:05:29:45.428	40.868313	-125.158119	7.5
1123	94:173:05:30:06.117	40.868256	-125.157593	7.5
1124	94:173:05:30:26.772	40.868214	-125.157059	7.5
1125	94:173:05:30:47.408	40.86816	-125.156532	7.5
1126	94:173:05:31:08.013	40.868107	-125.156006	7.5
1127	94:173:05:31:28.656	40.868069	-125.155472	7.5
1128	94:173:05:31:49.362	40.868	-125.154938	7.5
1129	94:173:05:32:10.100	40.867931	-125.154404	7.5
1130	94:173:05:32:30.968	40.86787	-125.153862	7.5
1131	94:173:05:32:51.960	40.867794	-125.153328	7.5
1132	94:173:05:33:13.027	40.867729	-125.152771	7.5
1133	94:173:05:33:34.223	40.867645	-125.152206	7.5
1134	94:173:05:33:55.496	40.867542	-125.151649	7.5
1135	94:173:05:34:16.796	40.867435	-125.15107	7.5
1136	94:173:05:34:38.109	40.867332	-125.15049	7.5
1137	94:173:05:34:59.449	40.86721	-125.14991	7.5
1138	94:173:05:35:20.748	40.867104	-125.14933	7.5
1139	94:173:05:35:42.027	40.867001	-125.148758	7.5
1140	94:173:05:36:03.353	40.866901	-125.148178	7.5
1141	94:173:05:36:24.690	40.866795	-125.147591	7.5
1142	94:173:05:36:46.064	40.866692	-125.147003	7.5
1143	94:173:05:37:07.454	40.866589	-125.146408	7.5
1144	94:173:05:37:28.883	40.866478	-125.145805	7.5
1145	94:173:05:37:50.363	40.866375	-125.145195	7.5
1146	94:173:05:38:11.798	40.866268	-125.1446	7.5
1147	94:173:05:38:33.596	40.866165	-125.143997	7.5
1148	94:173:05:38:55.316	40.86607	-125.143394	7.5
1149	94:173:05:39:16.861	40.865971	-125.142799	7.5
1150	94:173:05:39:38.328	40.865868	-125.142204	7.5
1151	94:173:05:39:59.704	40.865768	-125.141617	7.5
1152	94:173:05:40:21.006	40.86565	-125.140991	7.5
1153	94:173:05:40:42.211	40.865543	-125.140373	7.5
1154	94:173:05:41:03.359	40.86544	-125.139763	7.5
1155	94:173:05:41:24.435	40.865349	-125.139175	7.5
1156	94:173:05:41:45.483	40.865238	-125.138588	7.5
1157	94:173:05:42:06.540	40.865116	-125.138016	7.5
1158	94:173:05:42:27.609	40.864994	-125.137413	7.5
1159	94:173:05:42:48.696	40.864883	-125.136818	7.5
1160	94:173:05:43:09.824	40.864761	-125.13623	7.5
1161	94:173:05:43:31.002	40.864658	-125.135643	7.5
1162	94:173:05:43:52.219	40.864548	-125.135048	7.5
1163	94:173:05:44:13.477	40.864449	-125.134445	7.5
1164	94:173:05:44:34.805	40.864338	-125.133835	7.5
1165	94:173:05:44:56.175	40.864223	-125.133232	7.5
1166	94:173:05:45:17.519	40.864113	-125.132629	7.5
1167	94:173:05:45:38.857	40.863998	-125.132027	7.5
1168	94:173:05:46:00.154	40.863876	-125.131432	7.5
1169	94:173:05:46:21.345	40.863743	-125.130814	7.5
1170	94:173:05:46:42.408	40.863632	-125.130211	7.5
1171	94:173:05:47:03.347	40.863514	-125.129608	7.5
1172	94:173:05:47:24.045	40.863403	-125.128998	7.5
1173	94:173:05:47:44.611	40.863297	-125.128403	7.5
1174	94:173:05:48:05.082	40.863186	-125.127808	7.5
1175	94:173:05:48:25.466	40.863087	-125.12722	7.5
1176	94:173:05:48:45.837	40.862965	-125.12664	7.5
1177	94:173:05:49:06.193	40.862846	-125.126053	7.5
1178	94:173:05:49:26.571	40.862728	-125.125465	7.5
1179	94:173:05:49:46.959	40.862614	-125.124878	7.5
1180	94:173:05:50:07.358	40.862484	-125.12429	7.5
1181	94:173:05:50:27.715	40.86237	-125.123711	7.5
1182	94:173:05:50:48.054	40.862267	-125.123116	7.5
1183	94:173:05:51:08.330	40.862167	-125.122528	7.5
1184	94:173:05:51:28.537	40.86208	-125.121948	7.5
1185	94:173:05:51:48.684	40.861958	-125.121391	7.5
1186	94:173:05:52:08.754	40.861835	-125.120819	7.5
1187	94:173:05:52:28.808	40.861713	-125.120239	7.5
1188	94:173:05:52:48.855	40.861614	-125.119659	7.5
1189	94:173:05:53:08.903	40.861519	-125.119072	7.5
1190	94:173:05:53:28.981	40.861423	-125.118492	7.5
1191	94:173:05:53:49.090	40.86129	-125.11792	7.5
1192	94:173:05:54:09.209	40.861145	-125.117355	7.5
1193	94:173:05:54:29.346	40.861031	-125.116776	7.5
1194	94:173:05:54:49.492	40.860912	-125.116196	7.5
1195	94:173:05:55:09.610	40.860809	-125.115608	7.5
1196	94:173:05:55:29.707	40.860706	-125.115028	7.5
1197	94:173:05:55:49.764	40.860596	-125.114449	7.5
1198	94:173:05:56:09.792	40.860485	-125.113876	7.5
1199	94:173:05:56:29.789	40.860378	-125.113312	7.5
1200	94:173:05:56:49.757	40.86026	-125.112755	7.5
1201	94:173:05:57:09.726	40.860142	-125.11219	7.5
1202	94:173:05:57:29.692	40.860031	-125.111626	7.5
1203	94:173:05:57:49.660	40.859921	-125.111061	7.5
1204	94:173:05:58:09.628	40.859814	-125.110504	7.5
1205	94:173:05:58:29.597	40.859699	-125.10994	7.5
1206	94:173:05:58:49.586	40.859589	-125.109375	7.5
1207	94:173:05:59:09.582	40.859478	-125.10881	7.5
1208	94:173:05:59:29.591	40.859367	-125.108246	7.5
1209	94:173:05:59:49.616	40.859249	-125.107674	7.5
1210	94:173:06:00:09.665	40.859154	-125.107109	7.5
1211	94:173:06:00:29.742	40.859043	-125.106544	7.5
1212	94:173:06:00:49.889	40.858929	-125.10598	7.5
1213	94:173:06:01:10.068	40.858795	-125.105408	7.5
1214	94:173:06:01:30.306	40.858677	-125.104828	7.5
1215	94:173:06:01:50.633	40.858574	-125.104233	7.5
1216	94:173:06:02:11.001	40.85849	-125.10363	7.5
1217	94:173:06:02:31.420	40.858387	-125.103027	7.5
1218	94:173:06:02:51.885	40.858265	-125.102432	7.5
1219	94:173:06:03:12.349	40.858147	-125.101837	7.5
1220	94:173:06:03:32.783	40.858028	-125.10125	7.5
1221	94:173:06:03:53.192	40.857906	-125.100655	7.5
1222	94:173:06:04:13.469	40.857792	-125.100075	7.5
1223	94:173:06:04:33.665	40.857689	-125.099487	7.5
1224	94:173:06:04:53.781	40.857582	-125.0989	7.5
1225	94:173:06:05:13.799	40.857491	-125.09832	7.5
1226	94:173:06:05:33.836	40.857388	-125.09774	7.5
1227	94:173:06:05:53.824	40.857281	-125.097153	7.5
1228	94:173:06:06:13.773	40.857182	-125.096581	7.5
1229	94:173:06:06:33.670	40.857086	-125.096008	7.5
1230	94:173:06:06:53.547	40.856983	-125.095444	7.5
1231	94:173:06:07:13.376	40.85688	-125.094864	7.5
1232	94:173:06:07:33.194	40.856773	-125.094284	7.5
1233	94:173:06:07:53.002	40.856663	-125.093704	7.5
1234	94:173:06:08:12.800	40.856552	-125.093117	7.5
1235	94:173:06:08:32.605	40.856453	-125.092529	7.5
1236	94:173:06:08:52.415	40.856342	-125.091942	7.5
1237	94:173:06:09:12.251	40.856228	-125.091362	7.5
1238	94:173:06:09:32.110	40.856125	-125.090775	7.5
1239	94:173:06:09:52.019	40.85606	-125.090179	7.5
1240	94:173:06:10:11.965	40.855972	-125.089592	7.5
1241	94:173:06:10:31.982	40.855892	-125.088989	7.5
1242	94:173:06:10:52.041	40.855835	-125.088394	7.5
1243	94:173:06:11:12.110	40.855762	-125.087784	7.5
1244	94:173:06:11:32.215	40.855694	-125.087173	7.5
1245	94:173:06:11:52.334	40.855606	-125.086563	7.5
1246	94:173:06:12:12.434	40.855526	-125.085953	7.5
1247	94:173:06:12:32.528	40.855446	-125.085342	7.5
1248	94:173:06:12:52.575	40.855362	-125.084747	7.5
1249	94:173:06:13:12.523	40.855293	-125.084137	7.5
1250	94:173:06:13:32.433	40.855213	-125.083534	7.5
1251	94:173:06:13:52.251	40.855122	-125.082939	7.5
1252	94:173:06:14:11.957	40.85503	-125.082352	7.5
1253	94:173:06:14:31.604	40.854954	-125.081772	7.5
1254	94:173:06:14:51.163	40.85487	-125.081192	7.5
1255	94:173:06:15:10.651	40.854797	-125.080605	7.5
1256	94:173:06:15:30.070	40.854717	-125.080025	7.5
1257	94:173:06:15:49.464	40.85463	-125.079445	7.5
1258	94:173:06:16:08.822	40.85453	-125.078865	7.5
1259	94:173:06:16:28.155	40.854446	-125.078278	7.5
1260	94:173:06:16:47.498	40.854378	-125.077682	7.5
1261	94:173:06:17:06.876	40.854309	-125.077095	7.5
1262	94:173:06:17:26.285	40.854237	-125.0765	7.5
1263	94:173:06:17:45.761	40.854176	-125.075905	7.5
1264	94:173:06:18:05.280	40.854107	-125.07531	7.5
1265	94:173:06:18:24.856	40.854034	-125.074707	7.5
1266	94:173:06:18:44.505	40.85397	-125.074104	7.5
1267	94:173:06:19:04.228	40.853905	-125.073509	7.5
1268	94:173:06:19:23.979	40.853844	-125.072914	7.5
1269	94:173:06:19:43.758	40.853775	-125.072327	7.5
1270	94:173:06:20:03.576	40.853706	-125.071732	7.5
1271	94:173:06:20:23.296	40.853664	-125.071129	7.5
1272	94:173:06:20:43.024	40.853561	-125.070534	7.5
1273	94:173:06:21:02.729	40.853466	-125.069946	7.5
1274	94:173:06:21:22.398	40.853371	-125.069359	7.5
1275	94:173:06:21:42.033	40.853279	-125.068771	7.5
1276	94:173:06:22:01.650	40.853176	-125.068192	7.5
1277	94:173:06:22:21.221	40.853088	-125.067596	7.5
1278	94:173:06:22:40.748	40.852989	-125.067017	7.5
1279	94:173:06:23:00.246	40.852898	-125.066437	7.5
1280	94:173:06:23:19.661	40.852783	-125.065857	7.5
1281	94:173:06:23:39.051	40.852703	-125.065269	7.5
1282	94:173:06:23:58.408	40.852612	-125.06469	7.5
1283	94:173:06:24:17.728	40.852535	-125.064117	7.5
1284	94:173:06:24:37.045	40.852448	-125.063553	7.5
1285	94:173:06:24:56.354	40.852364	-125.062981	7.5
1286	94:173:06:25:15.630	40.852283	-125.062401	7.5
1287	94:173:06:25:34.917	40.852184	-125.061821	7.5
1288	94:173:06:25:54.267	40.852097	-125.061249	7.5
1289	94:173:06:26:13.592	40.851986	-125.060684	7.5
1290	94:173:06:26:32.924	40.851894	-125.060112	7.5
1291	94:173:06:26:52.250	40.851814	-125.05954	7.5
1292	94:173:06:27:11.595	40.851723	-125.05896	7.5
1293	94:173:06:27:30.945	40.851631	-125.058365	7.5
1294	94:173:06:27:50.282	40.85154	-125.05777	7.5
1295	94:173:06:28:09.649	40.851467	-125.057167	7.5
1296	94:173:06:28:29.028	40.851376	-125.05658	7.5
1297	94:173:06:28:48.435	40.851276	-125.055992	7.5
1298	94:173:06:29:07.835	40.851166	-125.055405	7.5
1299	94:173:06:29:27.290	40.851063	-125.054817	7.5
1300	94:173:06:29:46.747	40.850994	-125.05423	7.5
1301	94:173:06:30:06.237	40.850925	-125.053635	7.5
1302	94:173:06:30:25.772	40.850857	-125.05304	7.5
1303	94:173:06:30:45.324	40.850784	-125.052437	7.5
1304	94:173:06:31:04.858	40.850723	-125.051842	7.5
1305	94:173:06:31:24.367	40.850651	-125.051239	7.5
1306	94:173:06:31:43.823	40.850574	-125.050636	7.5
1307	94:173:06:32:03.222	40.850498	-125.050034	7.5
1308	94:173:06:32:22.559	40.850433	-125.049446	7.5
1309	94:173:06:32:41.839	40.850346	-125.048866	7.5
1310	94:173:06:33:01.046	40.850277	-125.048279	7.5
1311	94:173:06:33:20.206	40.850189	-125.047691	7.5
1312	94:173:06:33:39.312	40.850113	-125.047104	7.5
1313	94:173:06:33:58.379	40.850037	-125.046509	7.5
1314	94:173:06:34:17.407	40.849964	-125.045929	7.5
1315	94:173:06:34:36.444	40.849884	-125.045357	7.5
1316	94:173:06:34:55.501	40.849812	-125.044777	7.5
1317	94:173:06:35:14.599	40.849739	-125.044197	7.5
1318	94:173:06:35:33.736	40.849667	-125.043617	7.5
1319	94:173:06:35:52.966	40.849586	-125.04303	7.5
1320	94:173:06:36:12.253	40.849518	-125.042442	7.5
1321	94:173:06:36:31.560	40.849453	-125.041855	7.5
1322	94:173:06:36:50.949	40.849377	-125.04126	7.5
1323	94:173:06:37:10.387	40.849323	-125.040665	7.5
1324	94:173:06:37:29.874	40.849247	-125.040077	7.5
1325	94:173:06:37:49.394	40.849155	-125.039497	7.5
1326	94:173:06:38:08.961	40.849064	-125.03891	7.5
1327	94:173:06:38:28.536	40.848972	-125.038322	7.5
1328	94:173:06:38:48.115	40.848885	-125.037735	7.5
1329	94:173:06:39:07.683	40.848785	-125.037155	7.5
1330	94:173:06:39:27.211	40.848694	-125.036568	7.5
1331	94:173:06:39:46.717	40.848602	-125.03598	7.5
1332	94:173:06:40:06.167	40.848511	-125.035393	7.5
1333	94:173:06:40:25.555	40.848415	-125.034813	7.5
1334	94:173:06:40:44.891	40.848324	-125.034225	7.5
1335	94:173:06:41:04.159	40.848248	-125.033638	7.5
1336	94:173:06:41:23.399	40.848152	-125.033043	7.5
1337	94:173:06:41:42.585	40.848064	-125.032448	7.5
1338	94:173:06:42:01.782	40.847973	-125.03186	7.5
1339	94:173:06:42:20.949	40.847881	-125.031288	7.5
1340	94:173:06:42:40.099	40.847782	-125.030716	7.5
1341	94:173:06:42:59.275	40.847679	-125.030136	7.5
1342	94:173:06:43:18.423	40.847569	-125.029572	7.5
1343	94:173:06:43:37.601	40.847477	-125.029007	7.5
1344	94:173:06:43:56.809	40.847385	-125.028442	7.5
1345	94:173:06:44:16.026	40.847294	-125.027863	7.5
1346	94:173:06:44:35.275	40.847198	-125.027283	7.5
1347	94:173:06:44:54.572	40.847103	-125.026703	7.5
1348	94:173:06:45:13.869	40.846989	-125.026138	7.5
1349	94:173:06:45:33.200	40.846912	-125.025558	7.5
1350	94:173:06:45:52.556	40.846844	-125.024979	7.5
1351	94:173:06:46:11.914	40.846783	-125.024391	7.5
1352	94:173:06:46:31.274	40.84671	-125.023819	7.5
1353	94:173:06:46:50.620	40.84663	-125.023239	7.5
1354	94:173:06:47:09.968	40.846546	-125.022659	7.5
1355	94:173:06:47:29.318	40.846462	-125.022072	7.5
1356	94:173:06:47:48.673	40.84639	-125.021477	7.5
1357	94:173:06:48:08.020	40.846313	-125.020889	7.5
1358	94:173:06:48:27.402	40.846249	-125.020309	7.5
1359	94:173:06:48:46.824	40.846172	-125.019722	7.5
1360	94:173:06:49:06.285	40.846104	-125.019135	7.5
1361	94:173:06:49:25.781	40.846031	-125.018539	7.5
1362	94:173:06:49:45.338	40.845982	-125.017929	7.5
1363	94:173:06:50:04.866	40.845932	-125.017326	7.5
1364	94:173:06:50:24.394	40.845882	-125.016731	7.5
1365	94:173:06:50:43.902	40.845829	-125.016136	7.5
1366	94:173:06:51:03.389	40.845783	-125.015541	7.5
1367	94:173:06:51:22.817	40.845749	-125.014923	7.5
1368	94:173:06:51:42.207	40.845688	-125.014313	7.5
1369	94:173:06:52:01.593	40.845623	-125.01371	7.5
1370	94:173:06:52:20.919	40.845566	-125.0131	7.5
1371	94:173:06:52:40.181	40.845509	-125.012497	7.5
1372	94:173:06:52:59.398	40.845455	-125.011887	7.5
1373	94:173:06:53:18.574	40.845406	-125.011292	7.5
1374	94:173:06:53:37.601	40.845348	-125.010704	7.5
1375	94:173:06:53:56.589	40.845291	-125.010117	7.5
1376	94:173:06:54:15.729	40.845234	-125.009529	7.5
1377	94:173:06:54:34.875	40.845173	-125.008934	7.5
1378	94:173:06:54:54.051	40.845119	-125.008347	7.5
1379	94:173:06:55:13.260	40.845058	-125.007767	7.5
1380	94:173:06:55:32.509	40.845005	-125.007179	7.5
1381	94:173:06:55:51.785	40.844948	-125.006599	7.5
1382	94:173:06:56:11.083	40.844898	-125.006004	7.5
1383	94:173:06:56:30.421	40.844841	-125.005409	7.5
1384	94:173:06:56:49.792	40.844795	-125.004807	7.5
1385	94:173:06:57:09.201	40.844738	-125.004211	7.5
1386	94:173:06:57:28.604	40.844692	-125.003624	7.5
1387	94:173:06:57:48.032	40.844639	-125.003029	7.5
1388	94:173:06:58:07.441	40.844597	-125.002441	7.5
1389	94:173:06:58:26.827	40.84454	-125.001839	7.5
1390	94:173:06:58:46.196	40.84449	-125.001236	7.5
1391	94:173:06:59:05.525	40.844425	-125.000641	7.5
1392	94:173:06:59:24.800	40.844379	-125.000046	7.5
1393	94:173:06:59:43.998	40.844318	-124.999451	7.5
1394	94:173:07:00:03.142	40.84428	-124.998856	7.5
1395	94:173:07:00:22.229	40.844227	-124.99826	7.5
1396	94:173:07:00:41.281	40.844177	-124.997658	7.5
1397	94:173:07:01:00.329	40.844124	-124.99707	7.5
1398	94:173:07:01:19.338	40.844059	-124.996483	7.5
1399	94:173:07:01:38.366	40.844006	-124.995888	7.5
1400	94:173:07:01:57.444	40.843956	-124.995285	7.5
1401	94:173:07:02:16.511	40.843891	-124.994698	7.5
1402	94:173:07:02:35.608	40.843842	-124.994102	7.5
1403	94:173:07:02:54.737	40.843796	-124.9935	7.5
1404	94:173:07:03:13.863	40.843742	-124.992905	7.5
1405	94:173:07:03:33.002	40.843693	-124.992302	7.5
1406	94:173:07:03:52.182	40.843632	-124.991707	7.5
1407	94:173:07:04:11.317	40.84359	-124.991119	7.5
1408	94:173:07:04:30.496	40.843529	-124.990547	7.5
1409	94:173:07:04:49.694	40.843468	-124.989975	7.5
1410	94:173:07:05:08.911	40.843403	-124.989403	7.5
1411	94:173:07:05:28.190	40.843346	-124.988823	7.5
1412	94:173:07:05:47.515	40.843285	-124.988251	7.5
1413	94:173:07:06:06.874	40.843243	-124.987671	7.5
1414	94:173:07:06:26.291	40.843197	-124.987091	7.5
1415	94:173:07:06:45.778	40.843113	-124.986519	7.5
1416	94:173:07:07:05.247	40.843033	-124.985947	7.5
1417	94:173:07:07:24.788	40.842957	-124.985374	7.5
1418	94:173:07:07:44.327	40.842857	-124.984802	7.5
1419	94:173:07:08:03.860	40.842754	-124.984238	7.5
1420	94:173:07:08:23.507	40.842655	-124.983665	7.5
1421	94:173:07:08:43.167	40.842556	-124.983093	7.5
1422	94:173:07:09:02.854	40.842457	-124.982521	7.5
1423	94:173:07:09:22.365	40.842365	-124.981964	7.5
1424	94:173:07:09:41.829	40.842266	-124.981415	7.5
1425	94:173:07:10:01.298	40.842152	-124.980858	7.5
1426	94:173:07:10:20.783	40.842037	-124.980301	7.5
1427	94:173:07:10:40.244	40.841946	-124.979736	7.5
1428	94:173:07:10:59.750	40.841843	-124.979164	7.5
1429	94:173:07:11:19.259	40.841763	-124.9786	7.5
1430	94:173:07:11:38.794	40.841648	-124.978027	7.5
1431	94:173:07:11:58.373	40.841545	-124.977463	7.5
1432	94:173:07:12:17.962	40.841427	-124.976913	7.5
1433	94:173:07:12:37.579	40.841331	-124.976349	7.5
1434	94:173:07:12:57.229	40.841244	-124.975792	7.5
1435	94:173:07:13:16.884	40.841171	-124.975212	7.5
1436	94:173:07:13:36.581	40.841049	-124.974648	7.5
1437	94:173:07:13:56.323	40.840946	-124.974075	7.5
1438	94:173:07:14:16.086	40.84082	-124.973511	7.5
1439	94:173:07:14:35.884	40.840714	-124.972939	7.5
1440	94:173:07:14:55.742	40.840603	-124.972366	7.5
1441	94:173:07:15:15.599	40.840504	-124.971786	7.5
1442	94:173:07:15:35.478	40.840401	-124.971214	7.5
1443	94:173:07:15:55.376	40.840286	-124.970634	7.5
1444	94:173:07:16:15.236	40.840176	-124.97007	7.5
1445	94:173:07:16:35.071	40.840076	-124.96949	7.5
1446	94:173:07:16:54.867	40.839973	-124.968918	7.5
1447	94:173:07:17:14.618	40.839878	-124.96833	7.5
1448	94:173:07:17:34.327	40.839767	-124.967743	7.5
1449	94:173:07:17:54.051	40.839664	-124.967163	7.5
1450	94:173:07:18:13.659	40.83955	-124.966606	7.5
1451	94:173:07:18:33.260	40.839458	-124.966042	7.5
1452	94:173:07:18:52.776	40.839348	-124.965492	7.5
1453	94:173:07:19:12.313	40.839264	-124.964928	7.5
1454	94:173:07:19:31.870	40.839157	-124.964363	7.5
1455	94:173:07:19:51.398	40.83905	-124.963791	7.5
1456	94:173:07:20:10.917	40.838936	-124.963219	7.5
1457	94:173:07:20:30.464	40.838821	-124.962631	7.5
1458	94:173:07:20:49.990	40.838692	-124.962036	7.5
1459	94:173:07:21:09.531	40.838562	-124.961456	7.5
1460	94:173:07:21:29.091	40.838436	-124.960861	7.5
1461	94:173:07:21:48.663	40.838291	-124.960281	7.5
1462	94:173:07:22:08.203	40.838146	-124.959709	7.5
1463	94:173:07:22:27.771	40.838009	-124.959122	7.5
1464	94:173:07:22:47.317	40.837872	-124.958534	7.5
1465	94:173:07:23:06.855	40.837723	-124.957954	7.5
1466	94:173:07:23:26.442	40.837582	-124.957359	7.5
1467	94:173:07:23:46.010	40.837444	-124.956764	7.5
1468	94:173:07:24:05.599	40.837307	-124.956169	7.5
1469	94:173:07:24:25.239	40.837166	-124.955582	7.5
1470	94:173:07:24:44.915	40.83704	-124.954994	7.5
1471	94:173:07:25:04.591	40.836906	-124.954399	7.5
1472	94:173:07:25:24.304	40.836769	-124.953804	7.5
1473	94:173:07:25:43.997	40.836647	-124.953209	7.5
1474	94:173:07:26:03.674	40.836525	-124.952614	7.5
1475	94:173:07:26:23.306	40.836395	-124.952026	7.5
1476	94:173:07:26:42.909	40.836281	-124.951431	7.5
1477	94:173:07:27:02.409	40.836182	-124.950836	7.5
1478	94:173:07:27:21.859	40.836075	-124.950256	7.5
1479	94:173:07:27:41.235	40.83596	-124.949684	7.5
1480	94:173:07:28:00.563	40.83585	-124.949104	7.5
1481	94:173:07:28:19.800	40.835728	-124.948547	7.5
1482	94:173:07:28:38.967	40.835636	-124.947983	7.5
1483	94:173:07:28:58.103	40.835529	-124.947418	7.5
1484	94:173:07:29:17.187	40.83543	-124.946861	7.5
1485	94:173:07:29:36.254	40.835327	-124.946304	7.5
1486	94:173:07:29:55.358	40.835224	-124.945747	7.5
1487	94:173:07:30:14.487	40.835125	-124.945183	7.5
1488	94:173:07:30:33.653	40.835018	-124.944626	7.5
1489	94:173:07:30:52.943	40.834911	-124.944061	7.5
1490	94:173:07:31:12.291	40.834789	-124.943504	7.5
1491	94:173:07:31:31.686	40.834679	-124.94294	7.5
1492	94:173:07:31:51.206	40.834564	-124.942368	7.5
1493	94:173:07:32:10.811	40.834454	-124.941795	7.5
1494	94:173:07:32:30.490	40.834335	-124.941231	7.5
1495	94:173:07:32:50.238	40.834236	-124.940643	7.5
1496	94:173:07:33:10.026	40.834126	-124.940056	7.5
1497	94:173:07:33:29.824	40.834015	-124.939468	7.5
1498	94:173:07:33:49.620	40.833912	-124.938873	7.5
1499	94:173:07:34:09.405	40.833817	-124.938293	7.5
1500	94:173:07:34:29.126	40.833717	-124.937729	7.5
1501	94:173:07:34:48.793	40.833607	-124.937164	7.5
1502	94:173:07:35:08.401	40.833496	-124.936607	7.5
1503	94:173:07:35:27.988	40.833382	-124.936043	7.5
1504	94:173:07:35:47.519	40.833282	-124.935486	7.5
1505	94:173:07:36:06.905	40.83316	-124.934944	7.5
1506	94:173:07:36:26.176	40.833046	-124.934395	7.5
1507	94:173:07:36:45.362	40.832993	-124.933838	7.5
1508	94:173:07:37:04.529	40.832943	-124.933273	7.5
1509	94:173:07:37:23.675	40.832897	-124.932678	7.5
1510	94:173:07:37:42.844	40.832821	-124.932091	7.5
1511	94:173:07:38:02.081	40.832745	-124.931496	7.5
1512	94:173:07:38:21.320	40.832664	-124.930908	7.5
1513	94:173:07:38:40.606	40.832592	-124.930321	7.5
1514	94:173:07:38:59.966	40.83252	-124.929733	7.5
1515	94:173:07:39:19.323	40.832451	-124.929153	7.5
1516	94:173:07:39:38.682	40.832378	-124.928574	7.5
1517	94:173:07:39:58.018	40.832306	-124.928001	7.5
1518	94:173:07:40:17.301	40.832218	-124.927422	7.5
1519	94:173:07:40:36.544	40.832165	-124.926842	7.5
1520	94:173:07:40:55.801	40.8321	-124.926262	7.5
1521	94:173:07:41:15.068	40.83205	-124.925697	7.5
1522	94:173:07:41:34.388	40.831989	-124.925133	7.5
1523	94:173:07:41:53.815	40.831921	-124.924561	7.5
1524	94:173:07:42:13.323	40.831875	-124.923981	7.5
1525	94:173:07:42:32.969	40.831802	-124.923393	7.5
