-122.519308285	40.4866694315
-122.533056402	40.488086152
-122.545553571	40.4878656975
-122.557503471	40.4883174722
-122.572591608	40.4814283113
-122.585750685	40.4788726186
-122.599823579	40.4752375096
-122.612875665	40.4724351085
-122.626085233	40.4750731973
-122.636229201	40.4797542267
-122.646488115	40.4774121807
-122.647921532	40.4774120514
-122.64983277	40.4774088485
-122.661342939	40.480623334
-122.683247089	40.4892530203
-122.78253388	40.5319689056
-122.78184425	40.5480125443
-122.7865993	40.5605618517
-122.794580896	40.5771617137
-122.802421531	40.5948057665
-122.811525975	40.5995686512
-122.812501075	40.5995612293
-122.813801199	40.5995543235
-122.826131732	40.5983303195
-122.827436698	40.5982692143
-122.828741674	40.5982035901
-122.862989267	40.6011186126
-122.864147847	40.6015659196
-122.865306442	40.602013215
-122.873644202	40.6044009752
-122.875335197	40.6046415473
-122.877026195	40.6048865991
-122.888266339	40.6039205583
-122.889543073	40.6038091756
-122.890819795	40.6037022832
-122.900964326	40.6016168669
-122.92628802	40.6066357197
-122.927180898	40.607320959
-122.928073789	40.6080106957
-122.93701683	40.6110113611
-122.938240087	40.6112642694
-122.93946335	40.6115216691
-122.942867061	40.6124738362
-122.947033903	40.6202234242
-122.973270077	40.6167010122
-122.974809333	40.6166743316
-122.976348588	40.6166476306
-122.991702952	40.5996050044
-122.996672807	40.6016232402
-123.004101203	40.5988755114
-123.019676378	40.5910181706
-123.035094051	40.5826903048
-123.043031242	40.5775705677
-123.046807715	40.5763213664
-123.048292489	40.5757937345
-123.05027215	40.5750901955
-123.07343674	40.5819515818
-123.089177503	40.574400055
-123.10749676	40.556276537
-123.113545593	40.5570635365
-123.119794259	40.5572283961
-123.132476798	40.5555929423
-123.14133914	40.551776166
-123.147617657	40.5495926562
-123.157396874	40.5502013647
-123.158506223	40.5503484956
-123.159985373	40.5505491579
-123.169142347	40.5614549366
-123.170598415	40.5612951396
-123.172054476	40.5611353242
-123.17972508	40.5698352648
-123.180891023	40.5698019139
-123.182056977	40.5697730556
-123.198301602	40.5515347843
-123.199470841	40.5515282671
-123.200640093	40.5515262425
-123.211104289	40.5515030921
-123.212440312	40.5515772192
-123.213776337	40.5516513308
-123.220457263	40.5536928119
-123.221630852	40.5539202942
-123.223195635	40.554219081
-123.228317942	40.5565964369
-123.231964007	40.5657872761
-123.233122017	40.5665597111
-123.234280054	40.5673321344
-123.253204616	40.5815893184
-123.262682524	40.5940544488
-123.273955124	40.5964786728
-123.284957656	40.6019114168
-123.29513679	40.6105433487
-123.306352018	40.6150726118
-123.316947414	40.6232150167
-123.324226081	40.6198435352
-123.331025807	40.6177882545
-123.344857178	40.6153424302
-123.35705521	40.6149360031
-123.362648313	40.6173779826
-123.380917649	40.6222379802
-123.392489593	40.6237667645
-123.405639737	40.6222348749
-123.418679872	40.6221162679
-123.428402724	40.6209364948
-123.429991581	40.6198089953
-123.432109945	40.6183011245
-123.450932676	40.6062114237
-123.454441986	40.6095084071
-123.459453045	40.6128173348
-123.467953987	40.6179227226
-123.469080936	40.6183010246
-123.470583575	40.6188084128
-123.481288794	40.6148499784
-123.48243429	40.6148451993
-123.48396165	40.6148433137
-123.495735364	40.6179374453
-123.496753036	40.6193429474
-123.497770752	40.6207484399
-123.504834681	40.624019495
-123.505785903	40.6250423332
-123.507054211	40.6264016005
-123.518708353	40.6319803218
-123.520105225	40.6318749429
-123.521502128	40.6317740513
-123.531607909	40.6303271122
-123.539438461	40.6336060224
-123.545155777	40.6372277174
-123.551607938	40.6510254827
-123.559411443	40.6619875789
-123.561934511	40.6623762148
-123.562943761	40.6625334554
-123.563952977	40.6626861829
-123.571780138	40.6641070977
-123.583219776	40.6654192035
-123.602074311	40.6716014797
-123.606936088	40.67670196
-123.6276096	40.652290512
-123.636694889	40.6219129115
-123.647372487	40.6269615071
-123.654070271	40.6263111737
-123.658964449	40.6274274603
-123.670004417	40.6377149575
-123.68163429	40.6405476996
-123.694684461	40.6411095481
-123.705682897	40.6467183361
-123.721865919	40.6568972024
-123.726562823	40.6624170786
-123.741076218	40.6590186634
-123.768507296	40.6527044541
-123.780897127	40.6531798649
-123.787054413	40.655746064
-123.791323326	40.6606401104
-123.792667863	40.6602975682
-123.794012385	40.6599550105
-123.804197424	40.6589476234
-123.816177077	40.6615661543
-123.825806702	40.6711639312
-123.837016951	40.6829745554
-123.83965839	40.6773295083
-123.84229939	40.6716843997
-123.847456417	40.6658586315
-123.861064733	40.6858696276
-123.867267636	40.6887464781
-123.873396942	40.6877588743
-123.882029508	40.6980260586
-123.883295225	40.6981470048
-123.884561005	40.6982724408
-123.891678811	40.7088792857
-123.892734806	40.7097674723
-123.893790768	40.710651145
-123.903824469	40.7114783741
-123.910498351	40.7108133454
-123.916818213	40.7102408285
-123.925639831	40.7145710834
-123.926603035	40.7156443762
-123.927887292	40.7170709162
-123.937036697	40.7179789304
-123.938350442	40.7181979746
-123.940102178	40.7184945138
-123.947434803	40.736289368
-123.959588563	40.7406031037
-123.970096243	40.7464608351
-123.982091408	40.74943126
-123.99234314	40.7577664395
-123.993632991	40.7592597461
-123.9949229	40.7607530372
-124.003761073	40.7576046324
-124.004903265	40.7576937845
-124.006045391	40.7577784216
-124.010120493	40.758233782
-124.01088504	40.7583396924
-124.011649589	40.7584455977
