39.196390 -123.183180
40.576160 -124.263670
40.874170 -124.076180
40.735010 -124.207630
40.699390 -124.200930
40.497610 -124.294480
40.644200 -124.220710
40.544080 -124.354400
40.589080 -124.147900
40.877720 -124.077377
40.436000 -123.996500
40.321970 -124.284300
40.250470 -124.171330
40.237500 -123.819700
40.275000 -124.221200
40.060000 -123.969000
39.844500 -123.691400
40.478700 -123.573200
40.326801 -124.949203
40.326000 -124.800201
40.252800 -124.505203
40.252800 -124.505203
40.386600 -124.899597
40.381199 -124.785301
40.369999 -124.806702
40.337898 -124.657700
40.334702 -124.465302
40.334702 -124.465302
40.438702 -124.808502
40.437698 -124.803703
40.432800 -124.694000
40.493698 -124.803398
40.495499 -124.591797
40.537800 -124.746803
40.612400 -124.731003
40.760899 -124.702797
40.760899 -124.702797
39.591915 -123.783699
39.304501 -123.802948
39.132172 -123.468155
39.021530 -123.680847
39.999901 -124.600800
40.048599 -125.296898
40.666500 -124.726898
40.677898 -125.553299
40.788799 -125.554398
41.307400 -125.773598
39.040627 -123.019440
39.044460 -123.541092
39.197502 -123.632027
39.399441 -123.555321
39.205704 -123.301003
40.201099 -124.726997
40.817450 -124.029550
40.817451 -124.029549
41.363410 -124.019310
40.935640 -124.099700
40.246890 -124.119540
40.985001 -124.589699
40.821999 -123.305702
40.139801 -123.819504
39.469002 -123.337502
