#EventID | Time | Latitude | Longitude | Depth/km | Author | Catalog | Contributor | ContributorID | MagType | Magnitude | MagAuthor | EventLocationName
5114879|2015-05-12T08:52:30|28.0084|86.3358|10.0|us|NEIC PDE|us|us10002bfh|mb|4.0|us|XIZANG
5114875|2015-05-12T08:51:32|27.6469|86.2138|10.0|us|NEIC PDE|us|us10002bfg|mb|4.3|us|NEPAL
5114872|2015-05-12T08:39:07|27.7431|86.01|10.0|us|NEIC PDE|us|us10002bga|mb|4.0|us|NEPAL
5114871|2015-05-12T08:35:36|27.7042|86.2108|10.0|us|NEIC PDE|us|us10002bg9|mb|4.4|us|NEPAL
5114870|2015-05-12T08:34:24|28.1877|86.0143|16.34|us|NEIC PDE|us|us20002ekw|mb|4.3|us|XIZANG
5114869|2015-05-12T08:24:24|27.7486|86.0692|10.0|us|NEIC PDE|us|us100029fv|mb|4.8|us|NEPAL
5113523|2015-05-12T08:21:10|27.7298|86.1316|15.0|us|NEIC PDE|us|us20002ekr|mb|5.2|us|NEPAL
5113522|2015-05-12T08:13:54|27.7629|85.7574|15.0|us|NEIC PDE|us|us20002ekq|mb|5.1|us|NEPAL
5114810|2015-05-12T08:11:22|27.4654|85.7306|10.0|us|NEIC PDE|us|us10002bf8|mb|4.3|us|NEPAL
5113521|2015-05-12T08:06:05|27.7221|86.0161|15.0|us|NEIC PDE|us|us20002ekk|mb|5.0|us|NEPAL
5114807|2015-05-12T08:05:25|27.9198|86.1387|10.0|us|NEIC PDE|us|us10002bfb|mb|4.2|us|NEPAL
5114805|2015-05-12T07:57:17|27.7351|86.5554|10.0|us|NEIC PDE|us|us10002bf9|mb|4.5|us|NEPAL
5114800|2015-05-12T07:48:51|27.7224|86.2576|10.0|us|NEIC PDE|us|us10002bh3|mb|4.9|us|NEPAL
5114798|2015-05-12T07:47:46|27.5579|86.039|10.0|us|NEIC PDE|us|us10002bg4|mb|4.9|us|NEPAL
5113943|2015-05-12T07:43:17|27.6521|86.2387|11.77|us|NEIC PDE|us|us100029fi|mb|4.9|us|NEPAL
5113518|2015-05-12T07:36:54|27.625|86.1617|15.0|us|NEIC PDE|us|us20002ek5|mww|6.3|us|NEPAL
5113520|2015-05-12T07:34:22|27.7458|86.2449|10.0|us|NEIC PDE|us|us20002ek3|mb|5.4|us|NEPAL
5114740|2015-05-12T07:33:09|27.7477|86.0099|10.0|us|NEIC PDE|us|us10002bf6|mb|4.1|us|NEPAL
5114735|2015-05-12T07:23:32|27.5589|86.2566|10.0|us|NEIC PDE|us|us10002bgy|mb|5.0|us|NEPAL
5114734|2015-05-12T07:22:15|27.5796|86.2338|10.0|us|NEIC PDE|us|us10002bg0|mb|4.8|us|NEPAL
5114730|2015-05-12T07:20:47|27.3073|86.2369|10.0|us|NEIC PDE|us|us10002bfy|mb|4.9|us|NEPAL
5113516|2015-05-12T07:17:20|27.7141|86.2177|13.01|us|NEIC PDE|us|us20002ek0|mb|5.5|us|NEPAL
5113514|2015-05-12T07:05:19|27.8087|86.0655|15.0|us|NEIC PDE|us|us20002ejl|mww|7.3|us|NEPAL
5152503|2015-05-11T14:52:40|27.7589|85.789|10.0|us|NEIC PDE|us|us10002b61|mb|4.3|us|NEPAL
5113466|2015-05-11T14:50:59|27.9326|85.9366|10.0|us|NEIC PDE|us|us20002ecq|mb|4.3|us|NEPAL
5121621|2015-05-11T03:20:36|28.0071|85.827|10.0|us|NEIC PDE|us|us10002b51|mb|4.0|us|NEPAL
5113416|2015-05-10T09:38:32|27.4485|85.5858|10.0|us|NEIC PDE|us|us20002ea5|mb|4.3|us|NEPAL
5113412|2015-05-10T00:49:52|27.7776|86.001|10.0|us|NEIC PDE|us|us20002e9z|mb|4.0|us|NEPAL
5113406|2015-05-08T21:23:27|27.9634|85.0259|10.0|us|NEIC PDE|us|us20002e9g|mb|4.0|us|NEPAL
5113401|2015-05-08T07:47:54|27.8668|85.9591|10.0|us|NEIC PDE|us|us20002dq9|mb|4.2|us|NEPAL
5113157|2015-05-08T00:32:33|27.6418|85.979|11.56|us|NEIC PDE|us|us20002dn5|mb|4.9|us|NEPAL
5113131|2015-05-07T16:30:47|27.8141|85.4869|10.0|us|NEIC PDE|us|us20002dkn|mb|3.4|us|NEPAL
5113028|2015-05-06T21:56:28|27.5965|85.1661|10.0|us|NEIC PDE|us|us20002ced|mb|3.5|us|NEPAL
5113017|2015-05-06T15:13:19|27.6348|85.5861|10.0|us|NEIC PDE|us|us20002cdc|mb|3.8|us|NEPAL
5152725|2015-05-05T11:15:40|27.6962|85.9535|10.0|us|NEIC PDE|us|us20002ey0|mb|4.1|us|NEPAL
5152728|2015-05-05T10:38:47|27.7226|85.9867|10.0|us|NEIC PDE|us|us20002ey5|mb|4.1|us|NEPAL
5152748|2015-05-04T14:19:03|27.8147|85.9036|10.0|us|NEIC PDE|us|us20002elh|mb|4.2|us|NEPAL
5112779|2015-05-04T12:17:13|27.7864|86.0097|10.0|us|NEIC PDE|us|us20002b68|mb|4.1|us|NEPAL
5152755|2015-05-04T08:50:00|27.926|86.1704|10.0|us|NEIC PDE|us|us20002el6|mb|4.0|us|NEPAL
5112684|2015-05-04T01:15:07|27.6326|85.9746|10.0|us|NEIC PDE|us|us20002b2y|mb|4.5|us|NEPAL
5112675|2015-05-03T23:14:15|27.7349|85.8791|10.0|us|NEIC PDE|us|us20002b2a|mb|4.2|us|NEPAL
5112674|2015-05-03T11:35:11|27.6999|84.9331|10.0|us|NEIC PDE|us|us20002az8|mb|4.3|us|NEPAL-INDIA BORDER REGION
5152782|2015-05-03T02:15:26|27.7665|84.6005|10.0|us|NEIC PDE|us|us20002du3|mb|4.0|us|NEPAL-INDIA BORDER REGION
5112584|2015-05-02T21:44:09|27.6395|85.9324|10.0|us|NEIC PDE|us|us20002awm|mb|4.3|us|NEPAL
5152793|2015-05-02T15:16:18|27.6545|85.9494|10.0|us|NEIC PDE|us|us20002avd|mb|4.3|us|NEPAL
5152799|2015-05-02T09:41:16|27.9171|85.369|10.0|us|NEIC PDE|us|us20002dsz|mb|4.2|us|NEPAL
5112525|2015-05-02T05:35:46|28.3143|84.6576|10.0|us|NEIC PDE|us|us20002atq|mb|4.9|us|NEPAL
5152807|2015-05-02T03:47:03|27.7972|85.3532|10.0|us|NEIC PDE|us|us20002dsh|mb|4.0|us|NEPAL
5148759|2015-05-02T01:03:10|27.7751|85.9042|10.0|us|NEIC PDE|us|us20002dti|mb|4.0|us|NEPAL
5113426|2015-05-02T00:10:49|27.3802|85.1775|10.0|us|NEIC PDE|us|us20002auq|mb|4.0|us|NEPAL
5112526|2015-05-01T22:10:09|27.6072|85.5759|10.0|us|NEIC PDE|us|us20002arr|mb|4.0|us|NEPAL
5139418|2015-05-01T18:47:16|27.7249|84.6329|10.0|us|NEIC PDE|us|us20002dhi|mb|4.1|us|NEPAL-INDIA BORDER REGION
5148756|2015-05-01T04:39:19|28.5301|86.2397|10.0|us|NEIC PDE|us|us20002dh3|mb|4.0|us|XIZANG
5152831|2015-04-30T17:34:37|28.2119|85.8071|10.0|us|NEIC PDE|us|us20002ajz|mb|3.8|us|NEPAL
5112309|2015-04-30T00:37:10|27.9057|84.6664|10.0|us|NEIC PDE|us|us20002acq|mb|4.3|us|NEPAL-INDIA BORDER REGION
5112295|2015-04-29T22:10:52|28.33|87.2319|10.0|us|NEIC PDE|us|us20002abh|mb|4.5|us|XIZANG
5112306|2015-04-29T17:16:33|27.8677|85.7031|10.0|us|NEIC PDE|us|us20002a8d|mb|4.4|us|NEPAL
5152850|2015-04-29T17:16:14|28.0838|84.676|18.76|us|NEIC PDE|us|us20002c9q|mb|4.1|us|NEPAL
5112251|2015-04-29T11:27:45|27.864|85.4086|10.0|us|NEIC PDE|us|us20002a59|mb|4.6|us|NEPAL
5148643|2015-04-29T09:39:14|27.7449|84.564|10.0|us|NEIC PDE|us|us20002c9g|mb|4.2|us|NEPAL-INDIA BORDER REGION
5113764|2015-04-28T21:44:23|27.9577|85.8817|10.0|us|NEIC PDE|us|us20002c6a|mb|4.1|us|NEPAL
5112090|2015-04-27T23:20:28|27.9641|85.2821|10.0|us|NEIC PDE|us|us200029qa|mb|4.2|us|NEPAL
5112069|2015-04-27T21:27:41|27.841|85.7877|10.0|us|NEIC PDE|us|us200029p0|mb|4.2|us|NEPAL
5112078|2015-04-27T21:14:57|27.8402|85.4008|10.0|us|NEIC PDE|us|us200029pj|mb|3.7|us|NEPAL
5112071|2015-04-27T18:59:57|28.0066|84.682|21.35|us|NEIC PDE|us|us200029ma|mb|4.8|us|NEPAL
5112059|2015-04-27T15:51:46|27.6728|85.1212|10.0|us|NEIC PDE|us|us200029lc|mb|4.3|us|NEPAL
5112055|2015-04-27T14:57:00|27.8065|85.8855|10.0|us|NEIC PDE|us|us200029la|mb|4.0|us|NEPAL
5152877|2015-04-27T14:42:39|27.6802|85.6085|10.0|us|NEIC PDE|us|us20002bw5|mb|4.3|us|NEPAL
5152880|2015-04-27T13:17:47|28.0231|84.5829|19.52|us|NEIC PDE|us|us20002bw0|mb|4.3|us|NEPAL
5112035|2015-04-27T12:35:53|26.8644|88.055|31.71|us|NEIC PDE|us|us200029k7|mb|5.1|us|INDIA-BANGLADESH BORDER REGION
5152886|2015-04-27T06:00:00|27.8347|86.1373|10.0|us|NEIC PDE|us|us20002bvi|mb|4.0|us|NEPAL
5112901|2015-04-27T04:14:44|27.9352|84.7251|10.0|us|NEIC PDE|us|us20002bvt|mb|4.1|us|NEPAL-INDIA BORDER REGION
5112889|2015-04-27T01:15:51|27.4565|85.7818|10.0|us|NEIC PDE|us|us20002bvj|mb|4.3|us|NEPAL
5111999|2015-04-27T00:39:16|27.6794|84.9579|10.0|us|NEIC PDE|us|us200029h7|mb|4.1|us|NEPAL-INDIA BORDER REGION
5111989|2015-04-26T22:32:34|27.5298|85.6751|10.0|us|NEIC PDE|us|us200029gc|mb|4.6|us|NEPAL
5111980|2015-04-26T20:39:20|27.8804|85.7813|10.0|us|NEIC PDE|us|us200029fa|mb|4.3|us|NEPAL
5111981|2015-04-26T18:54:49|27.9888|84.7645|10.0|us|NEIC PDE|us|us200029ev|mb|4.4|us|NEPAL-INDIA BORDER REGION
5148878|2015-04-26T18:06:31|27.7579|85.3686|10.0|us|NEIC PDE|us|us20002btb|mb|4.2|us|NEPAL
5111963|2015-04-26T16:26:06|27.8297|85.865|14.0|us|NEIC PDE|us|us200029ea|mwb|5.0|us|NEPAL
5111968|2015-04-26T14:57:04|28.1223|84.6464|10.0|us|NEIC PDE|us|us200029dx|mb|4.3|us|NEPAL
5111967|2015-04-26T14:44:50|27.686|85.9657|10.0|us|NEIC PDE|us|us200029dv|mb|4.5|us|NEPAL
5111951|2015-04-26T13:11:15|27.8112|85.4088|10.0|us|NEIC PDE|us|us200029dc|mb|4.5|us|NEPAL
5113344|2015-04-26T12:34:41|27.5683|85.7179|8.42|us|NEIC PDE|us|us20002bt2|mb|4.0|us|NEPAL
5113244|2015-04-26T09:42:03|27.4422|85.9371|10.0|us|NEIC PDE|us|us20002bsn|mb|4.3|us|NEPAL
5111927|2015-04-26T08:46:17|27.9232|85.8032|10.0|us|NEIC PDE|us|us200029c5|mb|4.4|us|NEPAL
5111926|2015-04-26T08:40:55|27.7307|85.854|10.0|us|NEIC PDE|us|us200029c4|mb|4.6|us|NEPAL
5128839|2015-04-26T08:22:12|28.0119|85.8449|10.0|us|NEIC PDE|us|us20002bty|mb|4.4|us|NEPAL
5128317|2015-04-26T08:10:37|27.8072|85.781|10.0|us|NEIC PDE|us|us20002bsh|mb|4.3|us|NEPAL
5127517|2015-04-26T07:50:26|27.7325|86.0078|10.0|us|NEIC PDE|us|us20002bsg|mb|4.2|us|NEPAL
5127285|2015-04-26T07:43:17|27.0336|85.9863|10.0|us|NEIC PDE|us|us20002bsf|mb|4.3|us|NEPAL
5111924|2015-04-26T07:36:26|27.7555|85.9822|10.0|us|NEIC PDE|us|us200029by|mb|4.7|us|NEPAL
5111923|2015-04-26T07:26:04|27.7004|85.9136|10.0|us|NEIC PDE|us|us200029bx|mb|4.9|us|NEPAL
5111920|2015-04-26T07:09:10|27.7711|86.0173|22.91||NEIC PDE|us|us200029bt|mww|6.7|us|NEPAL
5111916|2015-04-26T04:58:40|27.9966|84.7082|10.0|us|NEIC PDE|us|us200029bl|mb|4.5|us|NEPAL-INDIA BORDER REGION
5113309|2015-04-26T04:50:29|28.0281|85.3595|10.0|us|NEIC PDE|us|us20002bsp|mb|4.1|us|NEPAL
5113306|2015-04-26T04:40:16|28.1724|84.6699|10.0|us|NEIC PDE|us|us20002bs4|mb|4.0|us|NEPAL
5112496|2015-04-26T03:21:36|27.469|85.5624|10.0|us|NEIC PDE|us|us200029b9|mb|4.3|us|NEPAL
5111910|2015-04-26T02:48:39|28.2272|84.5858|10.0|us|NEIC PDE|us|us200029b1|mb|4.5|us|NEPAL
5113047|2015-04-26T02:33:26|27.6257|86.0531|10.0|us|NEIC PDE|us|us20002bs0|mb|4.1|us|NEPAL
5113035|2015-04-26T02:02:07|27.5936|85.4424|10.0|us|NEIC PDE|us|us20002brx|mb|4.2|us|NEPAL
5114533|2015-04-25T23:55:46|27.6098|85.8354|6.57|us|NEIC PDE|us|us20002bhg|mb|4.1|us|NEPAL
5111884|2015-04-25T23:41:53|27.6678|86.0726|15.68|us|NEIC PDE|us|us2000299x|mb|4.5|us|NEPAL
5111881|2015-04-25T23:16:15|27.7993|84.8715|13.61|us|NEIC PDE|us|us2000299v|mww|5.1|us|NEPAL-INDIA BORDER REGION
5111912|2015-04-25T23:12:52|27.6038|86.0873|9.21|us|NEIC PDE|us|us200029bb|mb|4.0|us|NEPAL
5111876|2015-04-25T21:07:20|27.7657|85.8114|23.88|us|NEIC PDE|us|us20002993|mb|4.6|us|NEPAL
5111878|2015-04-25T20:32:48|27.6437|85.9241|10.0|us|NEIC PDE|us|us2000298x|mb|4.4|us|NEPAL
5113887|2015-04-25T20:07:01|27.9754|84.5282|10.0|us|NEIC PDE|us|us20002bh2|mb|4.4|us|NEPAL-INDIA BORDER REGION
5111877|2015-04-25T18:58:34|27.6376|85.3501|14.2|us|NEIC PDE|us|us20002984|mb|4.2|us|NEPAL
5115129|2015-04-25T17:46:17|28.2139|86.1072|35.26|us|NEIC PDE|us|us20002bir|mb|4.5|us|XIZANG
5111867|2015-04-25T17:42:50|28.238|85.829|10.0|us|NEIC PDE|us|us2000297g|mwr|5.1|us|NEPAL
5111861|2015-04-25T16:27:21|27.8695|85.6359|10.0|us|NEIC PDE|us|us20002970|mb|4.9|us|NEPAL
5111853|2015-04-25T14:10:03|27.7109|85.8748|10.0|us|NEIC PDE|us|us20002965|mb|4.6|us|NEPAL
5111851|2015-04-25T13:36:14|27.7266|85.9826|10.0|us|NEIC PDE|us|us2000295x|mb|4.7|us|NEPAL
5111850|2015-04-25T13:30:28|28.0768|85.0378|10.0|us|NEIC PDE|us|us2000295v|mb|4.6|us|NEPAL
5148798|2015-04-25T13:29:31|27.8055|85.7909|10.0|us|NEIC PDE|us|us2000298a|mb|4.3|us|NEPAL
5111846|2015-04-25T12:44:05|28.0979|84.5594|10.0|us|NEIC PDE|us|us2000295i|mb|5.2|us|NEPAL
5114668|2015-04-25T12:39:52|27.4844|86.0952|10.0|us|NEIC PDE|us|us20002bg4|mb|4.0|us|NEPAL
5111848|2015-04-25T12:17:54|27.9261|85.449|10.0|us|NEIC PDE|us|us2000295f|mb|4.5|us|NEPAL
5114688|2015-04-25T12:12:14|27.6645|85.8954|10.0|us|NEIC PDE|us|us2000295c|mb|4.3|us|NEPAL
5111844|2015-04-25T12:01:10|27.8638|85.9255|10.0|us|NEIC PDE|us|us2000295a|mb|4.2|us|NEPAL
5114678|2015-04-25T11:41:47|28.0596|85.0566|10.0|us|NEIC PDE|us|us2000299i|mb|4.2|us|NEPAL
5114587|2015-04-25T11:23:47|27.6483|85.4309|10.0|us|NEIC PDE|us|us20002bgs|mb|4.5|us|NEPAL
5114578|2015-04-25T11:18:30|27.4923|86.0058|10.0|us|NEIC PDE|us|us20002bgp|mb|4.4|us|NEPAL
5114577|2015-04-25T11:15:18|27.6021|86.0505|10.0|us|NEIC PDE|us|us20002bgq|mb|4.0|us|NEPAL
5114575|2015-04-25T11:05:01|27.933|85.5471|10.0|us|NEIC PDE|us|us2000299g|mb|4.2|us|NEPAL
5111842|2015-04-25T10:53:43|27.8061|85.8842|10.0|us|NEIC PDE|us|us2000294y|mb|4.6|us|NEPAL
5114576|2015-04-25T10:52:00|27.5075|85.6304|10.0|us|NEIC PDE|us|us20002bfs|mb|4.0|us|NEPAL
5114567|2015-04-25T10:50:45|28.1447|84.6237|10.0|us|NEIC PDE|us|us20002bft|mb|4.2|us|NEPAL
5111839|2015-04-25T10:40:35|27.6033|85.9565|10.0|us|NEIC PDE|us|us2000294x|mb|4.8|us|NEPAL
8459255|2015-04-25T10:40:13|27.7704|85.8322|10.0|us|NEIC PDE|us|us20002bgn|mb|4.1|us|NEPAL
5111838|2015-04-25T10:23:17|27.7999|85.8035|10.0|us|NEIC PDE|us|us2000294u|mb|4.4|us|NEPAL
5114121|2015-04-25T10:10:32|28.2838|84.7255|10.0|us|NEIC PDE|us|us20002bfp|mb|4.2|us|NEPAL
5114118|2015-04-25T09:53:32|27.5326|85.7255|10.0|us|NEIC PDE|us|us20002bfn|mb|4.0|us|NEPAL
5114113|2015-04-25T09:43:00|28.0668|84.8842|10.0|us|NEIC PDE|us|us20002bfj|mb|4.4|us|NEPAL
5111834|2015-04-25T09:30:29|27.9945|85.5209|10.0|us|NEIC PDE|us|us2000294i|mb|4.9|us|NEPAL
5114101|2015-04-25T09:28:00|28.0061|85.3104|10.0|us|NEIC PDE|us|us20002bfh|mb|4.4|us|NEPAL
5114096|2015-04-25T09:22:36|27.7192|85.7503|10.0|us|NEIC PDE|us|us20002bg6|mb|4.7|us|NEPAL
5111831|2015-04-25T09:17:02|28.3902|87.3173|10.0|us|NEIC PDE|us|us2000294g|mb|5.7|us|XIZANG
5111830|2015-04-25T09:03:14|27.8743|85.3426|10.0|us|NEIC PDE|us|us2000294e|mb|4.8|us|NEPAL
5114041|2015-04-25T09:01:51|27.8084|85.0718|10.0|us|NEIC PDE|us|us20002bfy|mb|4.4|us|NEPAL
5111829|2015-04-25T08:55:55|27.5866|85.5058|10.0|us|NEIC PDE|us|us2000294d|mb|5.3|us|NEPAL
5111915|2015-04-25T08:49:09|27.7404|84.8893|10.0|us|NEIC PDE|us|us2000294a|mb|4.4|us|NEPAL-INDIA BORDER REGION
5114360|2015-04-25T08:36:05|27.7292|85.1727|10.0|us|NEIC PDE|us|us20002bgd|mb|4.2|us|NEPAL
5114359|2015-04-25T08:31:32|27.6708|85.9539|10.0|us|NEIC PDE|us|us20002bgc|mb|4.6|us|NEPAL
5111828|2015-04-25T08:29:24|27.9351|84.6218|10.0|us|NEIC PDE|us|us20002946|mb|5.0|us|NEPAL-INDIA BORDER REGION
5114353|2015-04-25T08:22:47|27.8166|85.5666|10.0|us|NEIC PDE|us|us20002bik|mb|4.6|us|NEPAL
5114351|2015-04-25T08:20:48|27.6429|85.16|10.0|us|NEIC PDE|us|us20002bfd|mb|4.9|us|NEPAL
5111827|2015-04-25T08:20:11|27.8549|85.7931|10.0|us|NEIC PDE|us|us20002944|mb|4.7|us|NEPAL
5111825|2015-04-25T08:16:59|27.7014|85.7563|10.0|us|NEIC PDE|us|us20002942|mb|4.9|us|NEPAL
5111824|2015-04-25T08:05:37|27.8132|85.7943|10.0|us|NEIC PDE|us|us2000293v|mb|4.6|us|NEPAL
5114347|2015-04-25T07:59:14|27.8426|85.7676|10.0|us|NEIC PDE|us|us20002bfc|mb|4.4|us|NEPAL
5114345|2015-04-25T07:55:44|27.846|85.4875|10.0|us|NEIC PDE|us|us20002bg8|mb|4.4|us|NEPAL
5111819|2015-04-25T07:47:01|27.8172|85.5955|10.0|us|NEIC PDE|us|us2000293p|mb|5.0|us|NEPAL
5111823|2015-04-25T07:39:33|27.6821|85.7383|10.0|us|NEIC PDE|us|us2000293l|mb|4.5|us|NEPAL
5114104|2015-04-25T07:34:55|27.9633|85.6099|10.0|us|NEIC PDE|us|us20002bic|mb|4.3|us|NEPAL
5114102|2015-04-25T07:33:47|27.6891|84.9918|10.0|us|NEIC PDE|us|us20002bf8|mb|4.3|us|NEPAL-INDIA BORDER REGION
5114046|2015-04-25T07:23:38|27.8053|85.8924|10.0|us|NEIC PDE|us|us20002bg5|mb|4.4|us|NEPAL
5114045|2015-04-25T07:22:55|27.8854|85.8478|10.0|us|NEIC PDE|us|us20002bf5|mb|4.2|us|NEPAL
5114585|2015-04-25T07:20:24|27.7574|85.3405|10.0|us|NEIC PDE|us|us20002bf6|mb|4.0|us|NEPAL
5111826|2015-04-25T07:16:55|27.8818|85.6791|10.0|us|NEIC PDE|us|us2000293d|mb|4.7|us|NEPAL
5111817|2015-04-25T07:13:44|27.615|85.7307|10.0|us|NEIC PDE|us|us2000293i|mb|4.8|us|NEPAL
5111816|2015-04-25T07:07:59|27.7879|85.914|10.0|us|NEIC PDE|us|us20002939|mb|4.9|us|NEPAL
8459314|2015-04-25T07:05:28|27.9482|85.5837|10.0|us|NEIC PDE|us|us20002bg2|mb|4.3|us|NEPAL
5114028|2015-04-25T07:05:00|28.029|85.3682|10.0|us|NEIC PDE|us|us20002bhk|mb|4.2|us|NEPAL
5114027|2015-04-25T07:03:49|27.964|84.6843|10.0|us|NEIC PDE|us|us20002bg3|mb|4.4|us|NEPAL-INDIA BORDER REGION
5113931|2015-04-25T07:03:09|27.4173|86.0237|10.0|us|NEIC PDE|us|us20002bhp|mb|4.4|us|NEPAL
5113926|2015-04-25T06:58:27|27.7219|86.0061|10.0|us|NEIC PDE|us|us20002bfz|mb|5.1|us|NEPAL
5111818|2015-04-25T06:56:33|27.8822|85.7505|10.0|us|NEIC PDE|us|us20002934|mb|5.5|us|NEPAL
5113924|2015-04-25T06:53:42|27.672|85.2009|10.0|us|NEIC PDE|us|us20002bf3|mb|5.0|us|NEPAL
5111767|2015-04-25T06:45:21|28.2244|84.8216|10.0|us|NEIC PDE|us|us2000292y|mww|6.6|us|NEPAL
5113814|2015-04-25T06:44:39|27.5862|85.5012|10.0|us|NEIC PDE|us|us20002bim|mb|4.6|us|NEPAL
5111766|2015-04-25T06:37:58|27.7435|85.8302|10.0|us|NEIC PDE|us|us2000292w|mb|5.1|us|NEPAL
5113781|2015-04-25T06:32:48|27.7244|85.9479|10.0|us|NEIC PDE|us|us20002bfx|mb|4.6|us|NEPAL
5113780|2015-04-25T06:29:46|27.8478|85.0717|10.0|us|NEIC PDE|us|us20002bfi|mb|4.7|us|NEPAL
5113778|2015-04-25T06:28:05|27.7006|85.5043|10.0|us|NEIC PDE|us|us20002bf2|mb|4.8|us|NEPAL
5113777|2015-04-25T06:25:55|27.687|85.5854|10.0|us|NEIC PDE|us|us20002bfk|mb|5.0|us|NEPAL
5113776|2015-04-25T06:22:02|27.8006|85.1141|10.0|us|NEIC PDE|us|us20002bhs|mb|5.1|us|NEPAL
5113775|2015-04-25T06:20:40|28.2046|84.492|10.0|us|NEIC PDE|us|us20002bi6|mb|5.4|us|NEPAL
5113672|2015-04-25T06:18:10|27.6857|86.0213|10.0|us|NEIC PDE|us|us20002bi0|mb|5.6|us|NEPAL
5113774|2015-04-25T06:15:22|27.6285|85.5398|10.0|us|NEIC PDE|us|us20002bi4|mb|6.1|us|NEPAL
5111620|2015-04-25T06:11:25|28.2305|84.7314|8.22|us|NEIC PDE|us|us20002926|mww|7.8|us|NEPAL
5112435|2015-04-22T01:29:09|28.9068|82.5414|10.0|us|NEIC PDE|us|us20002a35|mb|4.4|us|NEPAL
5111284|2015-04-21T14:02:15|28.8947|82.3938|10.0|us|NEIC PDE|us|us2000281p|mb|5.0|us|NEPAL
5109182|2015-04-02T00:56:38|28.7007|86.3309|57.33|us|NEIC PDE|us|us10001szi|mb|4.6|us|XIZANG
5109164|2015-04-01T21:23:54|30.3521|79.5107|10.0|us|NEIC PDE|us|us10001sx7|mb|4.9|us|WESTERN XIZANG-INDIA BORDER REG.
5074715|2015-02-14T00:44:36|31.3449|80.3877|32.72|us|NEIC PDE|us|usc000trhi|mb|4.2|us|XIZANG
5074628|2015-02-13T22:21:52|31.215|80.3855|29.91|us|NEIC PDE|us|usb000tpa2|mb|4.1|us|XIZANG
5003939|2015-01-31T13:59:45|28.2987|83.9732|32.41|us|NEIC PDE|us|usc000tkl8|mb|4.8|us|NEPAL
4934882|2015-01-22T03:42:38|29.3853|81.0522|40.66|us|NEIC PDE|us|usc000ti3p|mb|4.0|us|NEPAL
5004260|2015-01-05T19:41:44|28.8652|81.6126|34.47|us|NEIC PDE|us|usc000tbwx|mb|4.2|us|NEPAL-INDIA BORDER REGION
